"id","estimation_ges","classe_estimation_ges"
10706719,45.28,"D"
10706833,0,"N"
10706850,8,"B"
10706870,0,"N"
10706974,0,"N"
10706977,40.48,"D"
10707006,0,"N"
10707028,0,"N"
10707045,0,"N"
10707103,0,"N"
10707145,33,"C"
10707196,5,"A"
10707235,0,"N"
10707244,0,"N"
10707266,0,"N"
10707276,5,"A"
10707298,17.54,"C"
10707388,0,"N"
10707400,0,"N"
10707444,6.91,"B"
10707479,0,"N"
10707483,10,"B"
10707493,0,"N"
10707540,0,"N"
10707551,45,"D"
10707552,2,"A"
10707570,0,"A"
10707587,18,"C"
10707600,12.19,"C"
10707612,7,"B"
10707624,2,"A"
10707668,2,"A"
10707674,16.47,"C"
10707741,2,"A"
10707814,0,"N"
10707861,0,"N"
10707866,0,"N"
10707867,9.57,"B"
10707871,0,"N"
10707903,0,"N"
10707923,6.73,"B"
10707932,0,"A"
10707954,0,"N"
10707958,0,"N"
10707968,0,"N"
10708003,5.4,"A"
10708048,0,"A"
10708065,17,"C"
10708097,1,"A"
10708155,0,"N"
10708196,0,"N"
10708247,0,"N"
10708259,4,"A"
10708277,0,"N"
10708317,0,"N"
10708326,0,"N"
10708369,138,"F"
10708381,0,"N"
10708402,8,"B"
10708445,0,"N"
10708449,9.11,"B"
10708454,0,"N"
10708456,11,"C"
10708463,0,"N"
10708464,0,"N"
10708470,4.92,"B"
10708472,78.96,"F"
10708473,1,"A"
10708537,0,"N"
10708546,12.15,"C"
10708580,2,"A"
10708604,0,"N"
10708641,0,"N"
10708642,0,"N"
10708644,32,"D"
10708708,10,"B"
10708744,0,"N"
10708783,7.39,"B"
10708794,11.08,"B"
10708797,13.78,"C"
10708808,0,"A"
10708853,0,"N"
10708876,0,"N"
10708899,0,"N"
10708915,9.31,"B"
10708921,65,"E"
10708925,0,"N"
10708926,0,"N"
10708955,0,"N"
10708956,0,"A"
10708963,0,"A"
10708969,0,"A"
10708992,0,"N"
10709008,13.42,"C"
10709017,0,"N"
10709035,4.92,"B"
10709037,0,"N"
10709045,9.74,"B"
10709050,12,"C"
10709058,0,"N"
10709079,18.02,"C"
10709091,0,"N"
10709103,0,"N"
10709106,3.56,"A"
10709108,20.06,"C"
10709113,0,"N"
10709200,0,"N"
10709202,0,"N"
10709210,0,"N"
10709215,4,"B"
10709234,0,"N"
10709240,0,"N"
10709277,7.71,"B"
10709324,0,"N"
10709349,0,"N"
10709371,50.92,"C"
10709375,0,"N"
10709389,0,"N"
10709399,0,"N"
10709406,15,"B"
10709408,65.93,"E"
10709425,0,"N"
10709454,23,"C"
10709480,6,"B"
10709626,65.16,"E"
10709638,0,"N"
10709648,0,"N"
10709672,27,"D"
10709680,10,"B"
10709703,0,"N"
10709705,40,"D"
10709721,2.05,"A"
10709754,11,"C"
10709764,0,"N"
10709766,1.76,"A"
10710002,8,"B"
10710068,9.95,"B"
10710081,0,"N"
10710120,0,"N"
10710144,4.25,"B"
10710149,16,"C"
10710275,0,"N"
10710306,25564.3,"G"
10710322,0,"N"
10710361,24.41,"C"
10710389,13.87,"C"
10710416,11,"B"
10710421,18.47,"C"
10710426,11,"B"
10710440,2.96,"A"
10710467,23.79,"C"
10710543,5,"B"
10710609,0,"N"
10710616,9,"B"
10710638,0,"N"
10710699,0,"N"
10710705,0,"N"
10710768,0,"N"
10710771,34,"D"
10710789,0,"N"
10710843,0,"N"
10710901,4.75,"A"
10711019,0,"N"
10711092,11,"C"
10711093,88,"G"
10711174,8.72,"B"
10711211,62,"F"
10711264,3.16,"A"
10711323,6.84,"B"
10711378,7,"B"
10711382,0,"N"
10711428,0,"N"
10711454,27.14,"D"
10711474,0,"N"
10711496,0,"N"
10711555,5.01,"A"
10711564,0,"N"
10711644,14,"B"
10711662,0,"N"
10711667,0,"N"
10711678,0,"N"
10711709,0,"N"
10711715,0,"N"
10711765,5,"A"
10711773,33,"D"
10711801,0,"A"
10711812,10,"B"
10711904,5.57,"B"
10711957,0,"N"
10712038,6,"B"
10712041,26,"D"
10712046,15,"B"
10712058,0,"N"
10712069,0,"N"
10712101,17,"C"
10712120,0,"N"
10712169,0,"N"
10712185,67.29,"E"
10712186,0,"N"
10712212,0,"N"
10712233,0,"N"
10712267,0,"N"
10712304,0,"N"
10712383,0,"N"
10712431,3,"A"
10712439,2.47,"A"
10712465,17,"C"
10712495,90,"F"
10712515,3,"A"
10712524,89.37,"F"
10712529,0,"N"
10712571,2,"A"
10712635,0,"N"
10712640,0,"N"
10712675,17,"C"
10712693,0,"N"
10712771,15,"C"
10712805,12,"C"
10712816,0,"N"
10712825,0,"N"
10712828,11.1,"C"
10712834,8,"B"
10712887,21,"C"
10712907,12,"B"
10712945,0,"N"
10712996,9,"B"
10713016,10,"B"
10713036,3,"A"
10713050,0,"N"
10713100,0,"N"
10713153,0,"N"
10713189,2,"A"
10713197,2.11,"A"
10713205,8.91,"B"
10713219,6.98,"B"
10713232,3,"A"
10713257,8.47,"B"
10713281,8.2,"B"
10713298,0,"N"
10713473,0,"N"
10713510,0,"N"
10713523,0,"N"
10713554,0,"N"
10713559,0,"N"
10713592,7.88,"B"
10713652,0,"N"
10713664,0,"N"
10713817,0,"N"
10713830,0,"N"
10713845,7,"B"
10713853,16.13,"C"
10713879,29.91,"D"
10713884,0,"N"
10713936,0,"N"
10714058,10.12,"B"
10714110,0,"N"
10714132,6.84,"B"
10714139,13,"C"
10714233,6.84,"B"
10714310,6,"B"
10714355,17,"C"
10714440,0,"N"
10714446,0,"N"
10714473,5.95,"B"
10714478,0.83,"N"
10714524,0,"N"
10714548,0,"A"
10714561,14.24,"B"
10714567,0,"N"
10714631,0,"A"
10714661,53,"E"
10714669,14.24,"C"
10714731,0,"A"
10714774,1.48,"A"
10714799,10,"B"
10714838,1,"A"
10714869,33.58,"C"
10714893,36.94,"C"
10714909,0,"N"
10714913,0,"N"
10714917,0,"N"
10714950,0,"N"
10714954,0,"N"
10714981,5,"A"
10714983,0,"N"
10714992,27.77,"B"
10715013,5.98,"A"
10715016,27.77,"B"
10715018,30.55,"C"
10715046,9.91,"N"
10715061,6.02,"B"
10715099,0,"N"
10715127,2.09,"N"
10715131,17,"C"
10715132,5.63,"A"
10715164,13,"B"
10715183,0,"N"
10715214,0,"N"
10715224,0,"N"
10715239,0,"N"
10715266,0,"N"
10715274,9.5,"B"
10715296,7,"B"
10715307,0,"N"
10715330,6,"B"
10715364,0,"N"
10715380,36.18,"D"
10715403,10.09,"B"
10715413,0,"N"
10715447,0,"N"
10715468,26,"D"
10715476,5.42,"A"
10715494,0,"N"
10715500,0,"N"
10715524,0,"N"
10715546,4.44,"N"
10715569,17,"C"
10715589,0,"N"
10715592,30,"C"
10715664,0,"N"
10715712,21.93,"C"
10715735,10,"B"
10715737,0,"N"
10715773,4.3,"N"
10715799,0,"N"
10715831,43.36,"E"
10715848,0,"N"
10715899,0,"N"
10715927,0,"N"
10716070,67.52,"F"
10716073,17.54,"C"
10716084,0,"N"
10716089,0,"N"
10716105,0,"N"
10716141,18.6,"C"
10716165,2,"A"
10716176,0,"N"
10716185,0,"N"
10716203,8,"B"
10716248,0,"N"
10716260,0,"N"
10716276,0,"N"
10716298,28.85,"D"
10716332,1,"A"
10716356,0,"N"
10716369,0,"N"
10716371,0,"N"
10716384,0.94,"N"
10716404,0,"N"
10716444,0.92,"N"
10716465,7.8,"A"
10716497,0,"N"
10716511,0,"N"
10716518,0,"N"
10716540,75,"F"
10716542,0,"N"
10716543,0,"N"
10716600,5,"B"
10716604,0,"N"
10716624,0,"N"
10716625,0,"N"
10716627,0,"N"
10716665,9,"B"
10716675,90,"F"
10716684,0,"N"
10716702,0,"N"
10716708,31,"D"
10716717,33,"D"
10716723,0,"N"
10716724,2.75,"A"
10716775,0,"A"
10716790,0,"N"
10716807,6.69,"B"
10716809,1.9,"A"
10716862,2,"A"
10716922,0,"N"
10716923,1.9,"A"
10716951,9.54,"B"
10716957,0,"N"
10716972,0,"N"
10717004,0,"N"
10717017,7,"B"
10717025,0,"N"
10717110,0,"N"
10717165,0,"N"
10717227,2.86,"A"
10717243,27.24,"C"
10717249,0,"N"
10717264,6.41,"B"
10717271,10.53,"B"
10717274,0,"N"
10717281,16.98,"C"
10717293,2.8,"A"
10717383,0,"N"
10717495,7.74,"B"
10717514,40.82,"D"
10717547,0,"N"
10717560,0,"N"
10717561,0,"A"
10717568,0,"N"
10717573,0,"N"
10717584,8,"B"
10717585,6,"B"
10717587,0,"N"
10717593,19,"C"
10717602,0,"N"
10717628,34.73,"D"
10717630,3.49,"A"
10717634,32.26,"D"
10717695,15,"C"
10717720,0,"N"
10717752,0,"N"
10717763,0,"N"
10717789,0,"A"
10717790,0,"N"
10717793,9,"B"
10717856,0,"N"
10717876,0,"N"
10717891,0,"N"
10717942,0,"N"
10717963,84.98,"F"
10717977,0,"N"
10717987,0,"N"
10717996,120.2,"G"
10718010,0,"N"
10718014,0,"N"
10718049,0,"N"
10718098,43,"D"
10718122,43,"D"
10718123,0,"N"
10718134,29,"C"
10718139,43,"D"
10718168,0,"N"
10718226,0,"N"
10718244,0,"N"
10718258,3.69,"A"
10718274,8,"B"
10718283,0,"N"
10718318,59,"E"
10718393,0,"N"
10718510,2.78,"A"
10718531,12,"B"
10718541,0,"N"
10718547,0,"N"
10718574,0,"N"
10718576,0,"N"
10718606,42,"D"
10718624,0,"N"
10718633,8,"B"
10718634,0,"N"
10718639,0,"N"
10718645,0,"N"
10718651,0,"N"
10718724,63,"C"
10718726,63,"C"
10718830,13.95,"C"
10718885,0,"N"
10718941,12.09,"C"
10718945,67,"E"
10718954,24.37,"C"
10718981,0,"N"
10718988,1.55,"A"
10719026,5.51,"N"
10719038,3,"A"
10719089,0,"N"
10719104,0,"N"
10719129,80,"F"
10719164,14.19,"B"
10719174,5.09,"B"
10719182,5.51,"N"
10719187,0,"N"
10719190,0,"N"
10719257,34.23,"N"
10719310,0,"N"
10719318,4,"B"
10719338,4.13,"N"
10719384,50.47,"E"
10719395,4.85,"A"
10719396,0,"N"
10719398,3.56,"A"
10719399,0,"N"
10719402,4.47,"A"
10719405,3.61,"A"
10719408,3.74,"A"
10719410,3.59,"A"
10719412,3.06,"A"
10719414,3.67,"A"
10719416,3.62,"A"
10719418,3.62,"A"
10719420,2.87,"A"
10719422,4.07,"A"
10719423,3.58,"A"
10719425,4.19,"A"
10719427,3.58,"A"
10719429,4.43,"A"
10719431,3.91,"A"
10719434,3.45,"A"
10719446,0,"N"
10719454,0,"N"
10719465,0,"N"
10719466,0,"N"
10719477,8.65,"B"
10719481,4.56,"N"
10719482,3.44,"A"
10719490,34.49,"D"
10719504,16,"C"
10719516,0,"N"
10719539,81,"F"
10719543,2,"A"
10719545,0,"N"
10719561,87.57,"F"
10719566,0,"N"
10719584,0,"N"
10719600,0,"N"
10719625,0,"N"
10719645,0,"N"
10719662,0,"N"
10719677,5.5,"A"
10719680,0,"A"
10719684,0,"N"
10719702,25.61,"C"
10719734,26,"D"
10719748,2.01,"A"
10719756,4.37,"A"
10719759,0,"N"
10719769,0,"A"
10719784,0,"N"
10719790,7.75,"B"
10719829,19.34,"C"
10719843,14,"C"
10719866,90,"G"
10719921,57,"F"
10719964,0,"N"
10719977,0,"N"
10719981,87,"G"
10720105,0,"N"
10720169,0,"N"
10720193,14,"C"
10720229,20,"C"
10720861,45.6,"D"
10720875,18.36,"C"
10721457,7.72,"B"
10721497,11.29,"B"
10721500,0,"N"
10721549,0,"N"
10721554,3.12,"A"
10721587,0,"N"
10721608,65,"E"
10721616,0,"N"
10721647,8,"B"
10721656,0,"N"
10721687,0,"N"
10721695,0,"N"
10721697,0,"A"
10721701,1.17,"A"
10721712,0,"N"
10721716,7,"B"
10721746,0,"N"
10721772,0,"N"
10721813,0,"N"
10721818,0,"N"
10721837,0,"N"
10721854,0,"N"
10721856,13.95,"C"
10721873,57.18,"E"
10721900,9.87,"B"
10721984,0,"N"
10721988,0,"N"
10721990,0,"N"
10722034,0,"N"
10722205,0,"N"
10722302,25.94,"C"
10722331,6,"B"
10722389,4.89,"A"
10722431,21,"C"
10722567,39,"C"
10722643,0,"N"
10722645,0,"N"
10722648,0,"N"
10722651,0,"N"
10722654,0,"N"
10722679,8,"B"
10722691,0,"N"
10722741,0,"N"
10722747,0,"N"
10722755,10.6,"B"
10722757,11.88,"A"
10722780,0,"N"
10722791,0,"N"
10722802,14.47,"B"
10722825,14.11,"B"
10722881,4.05,"A"
10722942,0,"N"
10722957,0,"N"
10722976,12.44,"B"
10723009,0,"N"
10723036,0,"N"
10723051,44.64,"D"
10723085,3.88,"A"
10723108,0,"N"
10723219,33,"D"
10723284,0,"N"
10723392,0,"N"
10723417,0,"N"
10723506,0,"N"
10723554,41.51,"D"
10723669,3,"A"
10723728,0,"N"
10723767,7.39,"A"
10723772,28,"B"
10723865,0,"N"
10723889,0,"N"
10723911,0,"N"
10723956,7,"B"
10724022,18.75,"C"
10724025,21.56,"C"
10724033,0,"N"
10724061,0,"N"
10724107,0,"N"
10724142,0,"N"
10724150,0,"N"
10724162,0,"N"
10724193,8.32,"B"
10724201,0,"N"
10724211,46,"E"
10724248,5,"B"
10724249,0,"N"
10724252,0,"N"
10724257,0,"N"
10724273,35,"D"
10724274,0,"N"
10724280,10,"B"
10724325,0,"N"
10724336,3,"A"
10724427,0,"N"
10724443,0,"N"
10724500,9,"B"
10724510,2,"A"
10724520,0,"N"
10724543,0,"N"
10724559,0,"N"
10724560,14.57,"C"
10724563,19.36,"C"
10724592,0,"N"
10724619,0,"N"
10724710,11,"C"
10724772,7,"B"
10724782,0,"N"
10724814,6.55,"B"
10724850,17,"C"
10724870,14,"B"
10724884,11.84,"C"
10724910,126,"G"
10724917,0,"N"
10724976,13.46,"B"
10725054,4.15,"A"
10725062,0,"N"
10725101,22,"C"
10725147,0,"N"
10725193,4,"A"
10725201,15.24,"C"
10725334,0,"N"
10725347,0,"N"
10725357,6.02,"B"
10725360,13.21,"B"
10725474,6.62,"B"
10725576,19,"C"
10725589,0,"N"
10725591,41.89,"C"
10725616,7,"B"
10725628,0,"N"
10725642,24,"C"
10725720,12,"C"
10725814,17,"C"
10725817,4.54,"A"
10725836,0,"N"
10725844,3.07,"A"
10725847,0,"N"
10725859,0,"N"
10725892,0,"N"
10725901,0,"N"
10725913,0,"N"
10725918,0,"N"
10725925,0,"N"
10725971,32.48,"D"
10726014,0,"N"
10726025,9.15,"B"
10726069,7,"B"
10726133,7,"B"
10726165,3,"A"
10726214,0,"N"
10726252,0,"N"
10726261,0,"N"
10726275,0,"N"
10726289,0,"N"
10726307,0,"N"
10726313,6,"B"
10726457,0,"N"
10726464,18,"C"
10726488,0,"N"
10726546,9,"B"
10726651,0,"A"
10726659,0,"N"
10726690,0,"N"
10726699,12.59,"C"
10726719,0,"N"
10726725,25.73,"D"
10726729,0,"N"
10726737,25.73,"D"
10726772,42,"D"
10726784,0,"N"
10726809,2.9,"A"
10726813,71,"D"
10726841,0,"N"
10726977,0,"N"
10727035,23,"C"
10727051,0,"N"
10727124,7.77,"B"
10727130,11,"C"
10727225,0,"N"
10727268,3,"A"
10727269,0,"N"
10727331,11,"C"
10727368,0,"N"
10727373,6.05,"B"
10727386,17,"C"
10727520,12.18,"C"
10727548,6.16,"B"
10727555,18.47,"C"
10727576,0,"A"
10727681,0,"N"
10727730,36.83,"D"
10727735,0,"N"
10727794,0,"N"
10727852,6.18,"B"
10727924,4,"B"
10727930,0,"N"
10728011,0,"N"
10728028,5,"B"
10728050,0,"N"
10728102,0,"N"
10728118,10,"B"
10728212,15,"B"
10728240,29.2,"C"
10728244,0,"N"
10728256,0,"N"
10728286,41.79,"D"
10728320,4,"A"
10728446,0,"N"
10728455,17.91,"C"
10728486,0,"N"
10728509,0,"N"
10728623,0,"N"
10728636,14.57,"B"
10728655,0,"N"
10728673,2.3,"A"
10728676,0,"N"
10728682,30.32,"C"
10728722,36,"D"
10728797,37.96,"D"
10728801,17.23,"C"
10728805,15.59,"B"
10728817,0,"N"
10728819,0,"N"
10728898,30.32,"C"
10728925,15.26,"C"
10728932,0,"N"
10728948,12.11,"C"
10728966,13,"C"
10728967,0,"N"
10728970,5,"B"
10728978,13,"C"
10728990,22.91,"C"
10729039,0,"N"
10729059,10,"B"
10729111,62.89,"E"
10729162,0,"N"
10729216,30.25,"C"
10729233,3.19,"A"
10729237,2,"A"
10729242,5,"B"
10729245,6.84,"B"
10729268,0,"N"
10729337,0,"N"
10729346,0,"N"
10729399,0,"N"
10729410,0,"N"
10729432,0,"N"
10729435,0,"N"
10729446,0,"N"
10729448,7,"B"
10729467,0,"N"
10729509,0,"N"
10729529,0,"N"
10729594,0,"N"
10729638,101.66,"F"
10729736,0,"N"
10729738,0,"N"
10729804,9.38,"B"
10729826,0,"N"
10729844,9.45,"B"
10729862,8,"B"
10729879,0,"N"
10729895,0,"N"
10729924,6.93,"B"
10729928,44.38,"D"
10729941,11.33,"B"
10729970,0,"N"
10729982,0,"A"
10730033,0,"N"
10730034,30.22,"D"
10730035,7,"B"
10730062,0,"N"
10730066,0,"N"
10730119,11.15,"B"
10730220,5,"B"
10730246,6.19,"B"
10730252,11,"C"
10730358,0,"N"
10730382,0,"N"
10730402,10.44,"B"
10730412,0,"N"
10730418,0,"N"
10730419,0,"N"
10730440,0,"N"
10730447,0,"N"
10730459,0,"N"
10730490,0,"N"
10730500,12.29,"C"
10730540,0,"N"
10730546,0,"N"
10730563,17.74,"C"
10730571,0,"N"
10730592,0,"N"
10730611,0,"N"
10730618,0,"N"
10730637,7,"B"
10730638,0,"N"
10730872,0,"N"
10730893,7,"B"
10730999,5.15,"A"
10731030,0,"N"
10731134,0,"N"
10731156,0,"N"
10731188,0,"N"
10731193,4.09,"A"
10731211,0,"N"
10731273,7.37,"B"
10731369,22.64,"B"
10731409,15.42,"C"
10731413,20.5,"C"
10731442,12.27,"B"
10731459,0,"N"
10731497,178.33,"G"
10731522,0,"N"
10731558,6,"B"
10731678,17.78,"C"
10731685,0,"N"
10731723,23,"C"
10731790,3.36,"A"
10731791,0,"N"
10731852,114,"F"
10731953,0,"N"
10731999,0,"N"
10732100,0,"N"
10732162,0,"N"
10732247,0,"N"
10732263,0,"N"
10732267,3,"A"
10732301,0,"N"
10732309,0,"N"
10732347,28,"C"
10732352,16.38,"C"
10732382,1,"A"
10732386,0,"N"
10732419,0,"N"
10732448,2,"A"
10732453,0,"N"
10732455,43,"D"
10732464,5.28,"A"
10732471,0,"N"
10732499,4.8,"B"
10732549,9,"B"
10732571,31,"D"
10732604,0,"N"
10732633,21,"C"
10732717,43.89,"D"
10732798,0,"N"
10732811,0,"N"
10732813,47.32,"C"
10732832,7.79,"B"
10732846,5,"B"
10732887,0,"N"
10732957,39.42,"D"
10733024,0,"N"
10733048,0,"N"
10733065,61.18,"C"
10733068,0,"N"
10733106,21,"C"
10733111,0,"N"
10733125,3,"A"
10733149,20.82,"C"
10733168,0,"N"
10733205,14,"C"
10733213,0,"N"
10733238,1,"A"
10733246,36,"D"
10733249,1,"A"
10733267,0,"N"
10733284,0,"N"
10733294,0,"N"
10733309,0,"N"
10733356,5.66,"B"
10733379,0,"N"
10733380,0,"N"
10733387,50.01,"C"
10733427,0,"N"
10733437,0,"N"
10733485,64,"E"
10733488,20,"C"
10733522,10.07,"B"
10733662,0,"N"
10733715,15.47,"B"
10733751,0,"N"
10733769,38.87,"D"
10733898,0,"N"
10733958,0,"N"
10733965,0,"N"
10733979,29,"D"
10733987,0,"N"
10734020,0,"N"
10734095,0,"N"
10734110,0,"N"
10734118,0,"N"
10734133,37.03,"D"
10734215,3,"A"
10734231,7.52,"B"
10734251,0,"N"
10734268,21,"C"
10734296,0,"N"
10734299,0,"N"
10734325,0,"N"
10734360,0,"N"
10734362,0,"N"
10734366,5,"B"
10734432,8,"B"
10734454,15,"C"
10734470,31,"D"
10734475,0,"N"
10734485,6,"B"
10734541,0,"N"
10734545,0,"N"
10734560,52.62,"E"
10734640,87.07,"F"
10734680,0,"N"
10734731,0,"N"
10734748,0,"N"
10734836,0,"N"
10734846,0,"N"
10734867,8,"B"
10734881,0,"N"
10734887,4,"B"
10734925,0,"N"
10734945,0,"N"
10734980,0,"N"
10734983,0,"N"
10735051,0,"N"
10735053,0,"N"
10735093,4.22,"B"
10735145,0,"N"
10735293,0,"N"
10735298,0,"N"
10735317,0,"N"
10735321,0,"N"
10735322,0,"N"
10735343,0,"N"
10735463,0,"N"
10735494,5,"B"
10735542,0,"N"
10735564,0,"N"
10735579,25.41,"C"
10735722,0,"N"
10735776,12.82,"C"
10735857,0,"N"
10735892,0,"N"
10735902,0,"N"
10735926,10.03,"B"
10735936,0,"N"
10735957,6,"B"
10735967,15,"C"
10736022,0,"N"
10736087,4.89,"N"
10736102,13,"B"
10736130,0,"N"
10736164,0,"N"
10736187,13,"B"
10736202,0,"N"
10736214,4.45,"B"
10736253,15,"C"
10736268,22.83,"C"
10736286,0,"N"
10736341,46.91,"E"
10736358,10,"B"
10736365,38,"C"
10736382,0,"N"
10736422,0,"N"
10736452,3,"A"
10736457,0,"N"
10736493,12.51,"C"
10736527,7,"B"
10736531,34,"D"
10736550,18.65,"C"
10736556,0,"N"
10736577,19.08,"C"
10736592,16.62,"C"
10736614,13,"C"
10736636,0,"N"
10736681,0,"N"
10736740,0,"N"
10736747,0,"A"
10736774,0,"A"
10736813,0,"N"
10736841,5,"B"
10736861,0,"N"
10736895,8.34,"B"
10736935,8,"B"
10736952,77.04,"F"
10736964,22,"D"
10736977,0,"N"
10737040,11.13,"B"
10737049,17.03,"C"
10737105,25.57,"C"
10737122,0,"N"
10737213,0,"N"
10737220,0,"N"
10737261,0,"N"
10737276,0,"N"
10737293,0,"N"
10737296,0,"N"
10737305,0,"A"
10737401,0,"N"
10737575,0,"N"
10737595,0,"N"
10737598,0,"N"
10737620,0,"N"
10737644,8.38,"B"
10737647,5.19,"B"
10737680,0.15,"A"
10737707,2.44,"N"
10737708,2.69,"N"
10737724,0,"N"
10737753,0,"N"
10737794,0,"N"
10737837,21.69,"C"
10737894,8,"B"
10737913,0,"N"
10737946,0,"N"
10738024,4.07,"A"
10738037,0,"N"
10738041,5,"A"
10738113,6,"B"
10738114,22,"C"
10738115,0,"N"
10738143,0.45,"A"
10738150,0,"N"
10738159,0,"N"
10738174,5,"A"
10738175,163,"G"
10738203,0,"N"
10738215,196.02,"G"
10738222,0,"N"
10738265,0,"N"
10738271,39.29,"D"
10738313,30.65,"D"
10738354,0,"N"
10738362,4.07,"A"
10738472,0,"N"
10738518,0,"N"
10738610,0,"N"
10738618,5.32,"B"
10738628,0,"N"
10738656,14.98,"C"
10738709,12,"C"
10738727,0,"N"
10738738,7,"B"
10738795,0,"A"
10738801,78.03,"E"
10738894,0,"N"
10739027,0,"N"
10739059,19.93,"C"
10739077,10,"B"
10739156,0,"N"
10739230,7,"B"
10739255,0,"N"
10739317,0,"N"
10739336,0,"N"
10739350,36,"D"
10739365,0,"N"
10739373,0,"N"
10739402,5,"A"
10739435,0,"N"
10739464,4.78,"A"
10739518,0,"N"
10739520,12.79,"B"
10739532,0,"N"
10739539,2.46,"A"
10739543,0,"N"
10739544,0,"N"
10739556,14,"C"
10739560,7,"B"
10739563,3.83,"A"
10739602,0,"N"
10739617,6.42,"B"
10739644,0,"N"
10739653,0,"N"
10739655,0,"N"
10739658,40.54,"D"
10739672,15.12,"C"
10739717,0,"A"
10739738,0,"N"
10739742,4.76,"B"
10739808,0,"N"
10739822,0,"N"
10739842,8.47,"B"
10739889,15,"C"
10739962,2.16,"A"
10739974,4.01,"A"
10739983,0,"N"
10739984,7,"B"
10740017,0,"N"
10740019,11,"C"
10740035,35.23,"D"
10740049,5.37,"B"
10740056,0,"N"
10740090,0,"N"
10740101,20.23,"C"
10740122,28.75,"D"
10740180,0,"N"
10740212,0,"N"
10740231,0,"N"
10740296,0,"N"
10740298,0,"N"
10740304,0,"N"
10740321,0,"N"
10740344,10,"B"
10740351,0,"A"
10740363,0,"N"
10740365,3.56,"A"
10740389,0,"A"
10740414,0,"N"
10740478,48,"D"
10740577,0,"N"
10740587,0,"N"
10740620,0,"N"
10740629,0,"N"
10740658,8.78,"B"
10740677,0,"N"
10740705,0,"N"
10740744,0,"N"
10740793,10.59,"B"
10740796,0,"N"
10740815,0,"N"
10740858,0,"N"
10740874,0,"N"
10740893,18.37,"C"
10740901,8.86,"B"
10740919,7,"B"
10740933,0,"N"
10740939,8,"B"
10740946,0,"N"
10740961,0,"N"
10740962,0,"N"
10740978,0,"N"
10740995,0,"N"
10741010,54,"E"
10741015,0,"N"
10741033,11,"C"
10741118,0,"N"
10741214,8,"B"
10741226,4.03,"B"
10741297,0,"N"
10741314,31,"D"
10741321,0,"N"
10741345,4,"B"
10741347,197,"G"
10741362,5.47,"B"
10741375,14.68,"C"
10741394,0,"N"
10741404,0,"N"
10741416,0,"N"
10741436,0,"N"
10741448,0,"N"
10741495,0,"N"
10741549,31,"D"
10741581,0,"N"
10741593,32.86,"D"
10741621,33.69,"D"
10741625,0,"A"
10741632,0,"N"
10741656,0,"A"
10741664,21.84,"C"
10741753,0,"N"
10741765,0,"N"
10741800,0,"N"
10741853,0,"N"
10741861,0,"N"
10741900,29.03,"D"
10741926,0,"N"
10741943,89.45,"F"
10742042,60.88,"E"
10742051,0,"N"
10742083,11.68,"C"
10742165,20,"C"
10742222,109,"F"
10742248,8,"B"
10742275,0,"N"
10742305,3,"A"
10742372,27.04,"C"
10742380,0,"N"
10742383,19,"C"
10742390,1,"A"
10742436,24,"C"
10742440,4,"B"
10742538,0,"N"
10742555,0,"N"
10742557,0,"N"
10742558,0,"N"
10742563,105,"D"
10742568,16,"C"
10742574,17,"C"
10742604,0,"N"
10742605,17,"C"
10742645,0,"N"
10742660,0,"N"
10742763,2,"A"
10742783,7,"A"
10742820,0,"N"
10742850,18,"C"
10742869,0,"N"
10742876,0,"N"
10742904,0,"N"
10742932,38,"C"
10742995,16.94,"C"
10743028,0,"N"
10743162,0,"N"
10743168,0,"N"
10743186,0,"N"
10743211,0,"N"
10743230,0,"N"
10743237,8.69,"B"
10743238,0,"N"
10743239,0,"N"
10743255,7,"B"
10743256,8.88,"B"
10743258,0,"N"
10743307,0,"N"
10743311,0,"N"
10743322,0,"N"
10743359,0,"N"
10743364,11,"C"
10743377,0,"N"
10743388,0,"N"
10743404,0,"N"
10743431,12.87,"C"
10743496,11,"B"
10743532,4,"B"
10743585,0,"N"
10743603,6,"B"
10743625,0,"N"
10743643,0,"N"
10743646,0,"N"
10743665,0,"N"
10743669,42,"D"
10743691,0,"N"
10743718,2,"A"
10743735,0,"N"
10743737,4,"A"
10743798,0,"N"
10743814,2,"A"
10743856,2,"A"
10743872,0,"N"
10743874,4,"A"
10743941,0,"N"
10744015,0,"N"
10744091,0,"N"
10744165,0,"N"
10744196,11,"C"
10744218,29,"D"
10744219,0,"N"
10744261,4,"A"
10744263,13,"B"
10744415,0,"N"
10744430,0,"N"
10744464,13.42,"B"
10744482,44,"D"
10744490,0,"N"
10744542,0,"N"
10744556,13,"C"
10744603,52.12,"E"
10744681,0,"N"
10744711,0,"N"
10744744,0,"N"
10744757,10.63,"B"
10744779,15,"C"
10744800,21,"C"
10744884,0,"N"
10744937,7,"B"
10744976,2,"A"
10744996,0.74,"A"
10745015,0,"N"
10745018,0,"N"
10745020,84.98,"F"
10745038,19.98,"C"
10745051,4.75,"A"
10745077,17,"C"
10745090,0,"N"
10745121,3,"A"
10745147,0,"N"
10745161,0,"N"
10745186,19.78,"C"
10745197,24,"C"
10745205,24.08,"C"
10745234,0,"N"
10745247,0,"N"
10745250,0,"N"
10745262,0,"N"
10745274,12,"C"
10745281,0,"N"
10745290,0,"N"
10745299,5.87,"B"
10745308,0,"N"
