"id","estimation_ges","classe_estimation_ges"
11171052,0,"N"
11171057,0,"N"
11171065,92.61,"E"
11171073,0,"N"
11171099,0,"N"
11171100,0,"N"
11171103,14,"C"
11171163,14.07,"B"
11171167,0,"N"
11171184,20,"C"
11171225,60,"E"
11171230,62,"E"
11171233,0,"N"
11171240,0,"N"
11171249,14.23,"B"
11171257,8.46,"B"
11171260,2.71,"A"
11171268,0,"N"
11171272,0,"N"
11171288,0,"N"
11171344,0,"N"
11171367,10.25,"B"
11171384,10.25,"B"
11171393,0,"N"
11171401,0,"N"
11171450,0,"N"
11171473,0,"A"
11171505,7.82,"B"
11171572,12,"C"
11171583,48,"E"
11171621,0,"N"
11171642,0,"N"
11171658,4.5,"A"
11171662,0,"N"
11171685,0,"N"
11171694,103,"G"
11171700,0.72,"A"
11171722,4.83,"A"
11171726,4,"A"
11171770,0,"N"
11171780,0,"N"
11171830,0,"N"
11171846,0,"N"
11171882,0,"N"
11171961,0,"N"
11171963,29.4,"C"
11171971,86,"F"
11171977,0,"N"
11172001,0,"N"
11172032,0,"N"
11172037,25,"C"
11172120,3,"A"
11172135,0.1,"A"
11172161,0,"N"
11172191,0,"N"
11172216,89.1,"F"
11172261,0,"N"
11172285,6.42,"B"
11172329,0,"N"
11172359,0,"N"
11172383,0,"N"
11172387,0,"A"
11172394,6.18,"N"
11172398,0,"N"
11172407,11.02,"C"
11172454,0,"N"
11172535,5,"A"
11172546,6,"B"
11172599,5,"B"
11172603,0,"N"
11172643,0,"N"
11172650,0,"A"
11172651,64,"E"
11172654,0,"A"
11172689,0,"N"
11172692,0,"N"
11172739,30.83,"C"
11172742,0,"N"
11172805,0,"N"
11172831,36,"D"
11172889,3.65,"A"
11172906,11,"C"
11172928,8,"B"
11172930,8,"B"
11172960,8.85,"B"
11172973,13,"C"
11173019,0,"N"
11173036,0,"N"
11173041,0,"N"
11173042,0,"N"
11173045,0,"N"
11173046,12.52,"B"
11173061,0,"N"
11173064,21,"C"
11173068,0,"N"
11173095,6,"B"
11173107,0,"N"
11173264,0,"N"
11173276,35,"D"
11173296,2,"A"
11173299,0,"N"
11173312,37,"D"
11173331,15,"B"
11173337,0,"N"
11173338,0,"N"
11173348,13,"C"
11173368,0,"N"
11173454,0,"N"
11173505,0,"N"
11173576,0,"N"
11173625,0,"N"
11173644,41,"D"
11173717,8,"B"
11173778,49,"E"
11173825,0,"N"
11173850,0,"N"
11173864,0,"N"
11173889,5,"A"
11173890,0,"N"
11173898,0,"N"
11173952,0,"N"
11174005,0,"N"
11174024,12,"B"
11174043,0,"N"
11174055,0,"N"
11174066,51,"D"
11174069,0,"N"
11174073,33,"D"
11174130,13,"B"
11174140,0,"N"
11174156,6.5,"A"
11174179,39.63,"D"
11174223,45,"D"
11174228,0,"N"
11174237,0,"N"
11174271,0,"N"
11174277,0,"N"
11174278,6.17,"B"
11174281,2.74,"A"
11174286,0,"N"
11174324,0,"N"
11174335,0,"N"
11174336,0,"N"
11174346,0,"N"
11174349,0,"N"
11174353,31,"D"
11174356,0,"N"
11174383,2,"A"
11174401,0,"N"
11174424,4,"B"
11174425,4,"B"
11174428,0,"N"
11174431,0,"N"
11174439,0,"N"
11174443,1.39,"N"
11174484,3.17,"A"
11174501,0,"N"
11174586,0,"N"
11174633,0,"N"
11174635,0,"N"
11174643,49.85,"E"
11174765,0,"N"
11174818,0,"N"
11174829,109.91,"G"
11174866,0,"N"
11174870,0,"N"
11174876,13,"C"
11174902,3.33,"A"
11174909,0,"N"
11175001,13,"C"
11175051,0,"N"
11175067,17,"C"
11175080,0,"N"
11175126,0,"A"
11175130,0,"N"
11175146,28,"C"
11175157,0,"N"
11175306,0,"N"
11175315,0,"N"
11175458,0,"N"
11175463,0,"N"
11175465,0,"N"
11175472,0,"N"
11175500,22.69,"C"
11175548,7.45,"B"
11175552,0,"N"
11175574,0,"N"
11175594,0,"N"
11175607,0,"N"
11175629,16,"C"
11175655,0,"N"
11175672,0,"N"
11175695,131,"G"
11175704,33,"D"
11175713,3,"A"
11175728,13,"C"
11175762,0,"N"
11175817,8,"B"
11175837,6.35,"B"
11175864,17,"C"
11175892,0,"A"
11175927,0,"N"
11175932,0,"N"
11176131,0,"N"
11176187,0,"N"
11176193,0,"N"
11176198,0,"N"
11176200,0,"N"
11176420,10.76,"B"
11176485,0,"A"
11176544,16,"C"
11176546,8.4,"B"
11176548,8.3,"B"
11176560,0,"N"
11176588,0,"N"
11176594,0,"N"
11176598,15,"C"
11176613,139,"G"
11176614,0,"N"
11176615,0,"N"
11176617,0,"N"
11176623,45,"D"
11176650,0,"N"
11176652,10.84,"B"
11176668,0,"N"
11176679,0,"N"
11176709,4,"A"
11176721,0,"N"
11176753,165,"F"
11176756,0,"N"
11176776,6,"B"
11176789,0,"N"
11176790,4,"A"
11176792,6,"B"
11176793,7,"B"
11176796,0,"N"
11176800,0,"N"
11176807,3.29,"A"
11176812,0,"N"
11176909,0,"N"
11176943,0,"N"
11176955,0,"N"
11177115,0,"N"
11177123,0,"N"
11177130,0,"N"
11177159,0,"N"
11177169,0,"N"
11177222,16,"C"
11177235,35.13,"D"
11177241,0,"N"
11177243,0,"N"
11177250,0,"N"
11177265,4,"B"
11177283,0,"N"
11177293,1,"A"
11177299,9.34,"B"
11177303,5,"B"
11177309,0,"N"
11177315,37,"D"
11177336,17,"C"
11177340,0,"N"
11177384,0,"N"
11177390,0,"N"
11177405,0,"N"
11177415,0,"N"
11177421,0,"N"
11177425,0,"N"
11177433,0,"N"
11177435,0,"A"
11177442,0,"N"
11177449,0,"N"
11177462,8,"A"
11177477,44,"D"
11177487,0,"N"
11177524,0,"N"
11177549,0,"N"
11177562,0,"N"
11177589,8,"A"
11177628,3,"A"
11177644,0,"N"
11177653,30.58,"D"
11177670,0,"N"
11177675,0,"N"
11177679,0,"N"
11177689,0,"N"
11177710,0,"A"
11177733,0,"N"
11177765,0,"N"
11177768,29,"D"
11177798,0,"N"
11177809,0,"N"
11177812,0,"N"
11177817,0,"N"
11177822,0,"N"
11177890,0,"N"
11177893,0,"A"
11177937,0,"A"
11177950,3,"A"
11177966,0,"N"
11177986,12,"C"
11177988,8,"B"
11177996,0,"N"
11178004,36,"D"
11178062,0,"N"
11178070,0,"N"
11178087,16.11,"C"
11178117,11,"C"
11178125,28.06,"C"
11178127,37.3,"D"
11178136,0,"N"
11178137,6,"B"
11178170,0,"N"
11178232,35.56,"D"
11178237,2.98,"A"
11178249,0,"N"
11178368,0,"N"
11178377,0,"N"
11178467,0,"N"
11178521,0,"N"
11178587,103,"G"
11178652,5.42,"A"
11178687,28,"C"
11178699,0,"N"
11178774,0,"N"
11178796,12.99,"C"
11178877,0,"N"
11178913,0,"N"
11178918,5.97,"A"
11178960,13,"C"
11178985,30,"D"
11178992,0,"N"
11179016,8,"B"
11179081,0,"N"
11179104,0,"N"
11179169,0,"N"
11179173,41.77,"D"
11179211,0,"N"
11179218,0,"N"
11179229,9.84,"B"
11179250,0,"N"
11179259,137,"G"
11179315,0,"N"
11179326,0,"N"
11179338,69,"E"
11179419,5.8,"B"
11179479,55,"E"
11179558,0,"N"
11179595,0,"N"
11179630,0,"N"
11179645,24,"C"
11179717,8,"B"
11179723,40,"D"
11179732,0,"A"
11179760,45.2,"D"
11179767,0,"N"
11179880,9,"B"
11179913,2,"A"
11179925,0,"N"
11179926,0,"N"
11179927,0,"N"
11179939,2,"A"
11179952,0,"N"
11179957,2,"A"
11180025,0,"N"
11180029,30,"D"
11180092,5,"A"
11180130,0,"N"
11180143,0,"N"
11180248,15.13,"B"
11180251,14.95,"B"
11180300,0,"N"
11180301,30,"C"
11180309,0,"N"
11180354,0,"N"
11180366,11,"C"
11180367,0,"N"
11180406,9,"B"
11180413,27,"D"
11180420,9,"B"
11180454,25,"C"
11180463,28.52,"C"
11180499,0,"N"
11180507,0,"N"
11180533,20,"C"
11180545,8,"B"
11180548,0,"N"
11180576,3,"A"
11180586,27,"D"
11180642,0,"N"
11180700,3,"A"
11180720,8.71,"B"
11180795,63.9,"E"
11180818,3,"A"
11180841,0,"N"
11180842,38.77,"D"
11180923,0,"N"
11180960,16.64,"C"
11180962,0,"N"
11181066,13.39,"B"
11181206,0,"N"
11181265,0,"N"
11181306,0,"N"
11181325,8,"B"
11181335,5,"B"
11181470,0,"N"
11181493,5,"B"
11181496,50,"E"
11181518,0,"N"
11181524,2.67,"A"
11181567,15,"C"
11181591,0,"N"
11181601,0,"N"
11181605,40.15,"C"
11181621,0,"N"
11181625,1.85,"N"
11181632,0,"N"
11181635,0,"N"
11181649,22,"C"
11181661,0,"N"
11181698,36.23,"D"
11181710,0,"N"
11181714,2.67,"A"
11181759,1.04,"A"
11181763,0,"N"
11181772,0,"N"
11181806,0,"N"
11181808,0,"N"
11181852,0,"N"
11181881,0,"N"
11181897,1.25,"A"
11181925,0,"N"
11181926,0,"N"
11181970,45,"D"
11181975,69,"E"
11181985,45,"D"
11182003,10,"B"
11182013,32,"D"
11182050,0,"N"
11182071,0,"N"
11182105,45,"D"
11182111,19,"C"
11182123,0,"N"
11182133,45,"D"
11182147,22.85,"B"
11182160,0,"N"
11182190,0,"N"
11182194,20,"C"
11182215,8.67,"B"
11182230,0,"N"
11182252,44,"D"
11182259,0,"N"
11182286,221,"G"
11182294,0,"N"
11182334,0,"N"
11182367,6,"B"
11182396,87,"F"
11182404,64,"E"
11182410,6,"B"
11182417,0,"N"
11182423,11.94,"C"
11182432,58,"E"
11182434,5.51,"B"
11182452,11.94,"C"
11182479,22,"C"
11182508,6,"B"
11182513,0,"N"
11182519,6.83,"B"
11182523,9.77,"B"
11182542,6.95,"B"
11182546,6.83,"B"
11182562,0,"N"
11182606,0,"N"
11182623,0,"N"
11182624,0,"A"
11182636,0,"N"
11182661,0,"N"
11182673,2.98,"A"
11182674,0,"N"
11182688,12,"C"
11182698,0,"N"
11182711,0,"N"
11182727,0,"N"
11182735,0,"N"
11182738,61.4,"E"
11182744,0,"N"
11182745,3.86,"A"
11182805,0,"N"
11182810,0,"N"
11182817,0,"N"
11182839,0,"N"
11182869,0,"N"
11182890,48.62,"E"
11182923,0,"N"
11182925,0,"N"
11182942,13.4,"C"
11182953,51,"E"
11183009,5.64,"A"
11183029,0,"N"
11183044,0,"N"
11183062,0,"N"
11183065,45,"D"
11183097,34.91,"D"
11183114,0,"N"
11183214,0,"N"
11183234,123,"G"
11183244,3.59,"A"
11183266,33,"D"
11183275,3.95,"A"
11183332,6,"B"
11183366,0,"N"
11183407,0,"N"
11183447,47,"E"
11183451,3,"A"
11183456,30,"C"
11183464,22.58,"C"
11183484,21,"C"
11183493,15,"C"
11183495,10.45,"B"
11183508,0,"N"
11183520,0,"N"
11183534,0,"N"
11183575,0,"A"
11183581,0,"A"
11183585,0,"A"
11183590,0,"N"
11183597,0,"N"
11183644,0,"N"
11183676,0,"N"
11183696,0,"N"
11183740,1,"A"
11183817,0,"N"
11183828,5.43,"A"
11183830,5,"B"
11183850,0,"N"
11183858,0,"N"
11183876,0,"N"
11183908,0,"N"
11183920,0,"A"
11183939,29,"C"
11183943,0,"N"
11183978,2.44,"N"
11184044,0,"N"
11184056,3,"A"
11184113,1.56,"N"
11184161,4,"B"
11184202,0,"N"
11184308,3.57,"A"
11184341,0,"N"
11184378,0,"N"
11184403,13,"C"
11184421,13,"C"
11184425,15,"C"
11184480,24,"C"
11184491,1,"A"
11184502,17.2,"C"
11184503,0,"N"
11184506,24,"C"
11184516,0,"A"
11184524,0,"N"
11184546,0,"N"
11184571,5,"B"
11184579,0,"N"
11184590,0,"N"
11184615,0,"N"
11184616,47.84,"D"
11184637,0,"N"
11184638,0,"N"
11184657,9.77,"B"
11184659,8,"B"
11184672,0,"N"
11184675,0,"N"
11184831,0,"N"
11184834,0,"N"
11184837,7.21,"B"
11184859,22.7,"C"
11184860,2.47,"A"
11184862,0,"N"
11184865,0,"N"
11184894,0,"N"
11184898,48,"E"
11184903,0,"N"
11184958,7.23,"B"
11184997,42.49,"D"
11185026,20,"C"
11185036,0,"N"
11185042,5,"B"
11185044,0,"N"
11185048,0,"N"
11185051,0,"N"
11185087,0,"N"
11185098,55.16,"E"
11185120,0,"N"
11185126,84.32,"F"
11185146,66.13,"E"
11185153,0,"N"
11185167,0,"N"
11185184,20,"C"
11185261,0,"N"
11185306,130,"G"
11185348,0,"N"
11185386,44,"D"
11185423,0,"N"
11185424,4,"B"
11185449,0,"N"
11185474,0,"N"
11185506,15,"C"
11185511,4.53,"A"
11185541,0,"N"
11185563,26.02,"D"
11185604,30.56,"D"
11185616,15.53,"B"
11185628,0,"N"
11185651,0,"N"
11185665,0,"N"
11185701,0,"N"
11185725,0,"N"
11185727,0,"N"
11185742,0,"N"
11185774,0,"A"
11185807,0,"N"
11185810,13.73,"C"
11185837,1,"A"
11185839,0,"N"
11185868,0,"N"
11185985,9,"B"
11185992,11.1,"C"
11186029,0,"N"
11186033,0,"N"
11186070,20.32,"C"
11186073,13.72,"C"
11186075,4.94,"A"
11186079,136,"G"
11186091,0,"N"
11186112,0,"N"
11186120,0,"N"
11186177,0,"N"
11186230,3.34,"A"
11186283,0,"N"
11186288,0,"N"
11186321,86,"F"
11186334,0,"N"
11186421,0,"N"
11186422,0,"N"
11186423,0,"N"
11186426,0,"N"
11186469,6.72,"B"
11186507,19.68,"C"
11186552,0,"N"
11186569,0,"N"
11186587,0,"N"
11186772,0,"N"
11186781,0,"N"
11186782,0,"N"
11186815,0,"N"
11186826,0,"N"
11186828,0,"N"
11186868,0,"N"
11186914,0,"N"
11186924,0,"N"
11186933,11,"C"
11186937,0,"N"
11186949,44,"D"
11186981,14,"C"
11186986,0,"N"
11187028,0,"N"
11187110,0,"N"
11187113,0,"N"
11187120,0,"N"
11187172,50.29,"E"
11187202,0,"N"
11187227,0,"N"
11187261,21.69,"C"
11187272,9,"B"
11187314,41.41,"D"
11187333,16,"C"
11187346,6.64,"A"
11187352,5.16,"A"
11187354,0,"N"
11187362,5.94,"A"
11187367,0,"N"
11187368,9,"B"
11187384,12,"B"
11187432,307,"G"
11187504,49,"E"
11187523,23.95,"C"
11187572,0,"N"
11187594,0,"N"
11187602,0,"A"
11187657,0,"N"
11187666,5,"A"
11187714,27.53,"D"
11187770,8.93,"B"
11187776,0,"N"
11187798,40,"D"
11187817,36,"D"
11187842,0,"N"
11187870,13.96,"C"
11187989,2.28,"A"
11188056,0,"N"
11188075,16,"C"
11188109,22,"C"
11188247,0,"N"
11188345,32,"D"
11188354,11,"C"
11188368,18,"C"
11188384,0,"N"
11188391,11,"B"
11188409,70,"E"
11188424,0,"N"
11188431,14,"B"
11188478,32,"D"
11188535,4.5,"A"
11188593,0,"N"
11188594,0,"N"
11188652,10.41,"B"
11188658,8,"B"
11188690,9.65,"B"
11188722,57,"D"
11188762,0,"N"
11188763,0,"N"
11188772,9,"B"
11188805,10,"B"
11188843,2,"A"
11188844,2,"A"
11188845,0,"N"
11188846,0,"N"
11188847,0,"N"
11188848,0,"N"
11188889,0.83,"N"
11188894,0,"N"
11188906,0.88,"N"
11188908,0,"N"
11188917,35,"D"
11188921,35,"D"
11188923,0,"A"
11188930,18.71,"C"
11188945,4,"B"
11188962,36.45,"D"
11188978,0,"N"
11188983,32.94,"D"
11189019,4.36,"N"
11189042,1.23,"N"
11189065,30.27,"D"
11189103,1.01,"N"
11189128,0,"N"
11189153,0,"N"
11189171,14.96,"B"
11189176,5,"B"
11189206,0,"A"
11189219,0,"N"
11189256,0,"N"
11189261,104.51,"G"
11189353,0,"N"
11189393,0,"N"
11189400,0,"N"
11189536,0,"N"
11189541,0,"N"
11189574,0,"N"
11189614,36,"D"
11189615,0,"N"
11189628,36,"D"
11189654,9,"A"
11189893,3,"A"
11189903,0,"N"
11189907,0,"N"
11189916,16,"C"
11189921,0,"N"
11189940,4.14,"B"
11189957,0,"N"
11189965,0,"N"
11189991,0,"N"
11190025,6,"B"
11190053,0,"N"
11190096,6,"B"
11190098,0,"N"
11190109,53,"D"
11190112,0,"N"
11190113,0,"N"
11190119,6,"B"
11190160,56,"E"
11190162,8,"B"
11190182,0,"N"
11190242,6,"B"
11190257,35,"D"
11190298,33,"D"
11190357,0,"N"
11190377,16.88,"C"
11190380,0,"N"
11190449,7.23,"B"
11190496,31.78,"D"
11190544,0,"N"
11190669,0,"N"
11190709,0,"N"
11190869,0,"N"
11190899,0,"N"
11190965,6.52,"B"
11191058,0,"N"
11191071,0,"A"
11191073,0,"N"
11191074,0,"A"
11191109,0,"N"
11191142,0,"N"
11191170,0,"N"
11191190,0,"N"
11191199,0,"N"
11191212,0,"N"
11191217,25,"C"
11191219,0,"N"
11191272,0,"N"
11191324,28,"D"
11191333,0,"N"
11191379,16.08,"C"
11191390,0,"N"
11191418,9,"B"
11191449,54,"E"
11191451,0,"N"
11191467,0,"N"
11191471,0,"N"
11191483,34.5,"D"
11191497,0,"A"
11191520,13.11,"C"
11191563,27.47,"D"
11191632,0,"N"
11191638,43.51,"E"
11191680,4,"B"
11191712,0,"N"
11191713,0,"A"
11191716,0,"N"
11191720,55.72,"E"
11191804,0,"N"
11191820,0,"N"
11191986,1.35,"A"
11192023,0,"N"
11192052,0,"N"
11192071,8,"B"
11192124,3.38,"A"
11192154,0,"N"
11192187,28,"C"
11192208,5,"B"
11192231,5,"B"
11192234,7,"B"
11192235,0,"N"
11192241,0,"N"
11192307,0,"N"
11192333,0,"N"
11192459,8.73,"B"
11192471,0,"N"
11192500,0,"N"
11192519,0,"N"
11192563,20,"C"
11192567,71.89,"F"
11192574,0,"N"
11192586,0,"N"
11192664,0,"N"
11192668,0,"A"
11192719,0,"N"
11192741,0,"N"
11192877,0,"N"
11192897,8,"B"
11192968,0,"N"
11193075,10,"B"
11193136,12,"C"
11193145,12,"C"
11193154,0,"N"
11193161,0,"N"
11193173,0,"N"
11193176,5.38,"B"
11193184,19.37,"C"
11193190,3,"A"
11193209,0,"N"
11193215,18,"C"
11193224,3,"A"
11193230,0,"N"
11193289,0,"N"
11193345,7,"B"
11193349,6,"B"
11193365,0,"N"
11193370,4,"B"
11193461,0,"N"
11193466,0,"A"
11193472,43,"D"
11193508,0,"N"
11193516,0,"N"
11193535,3,"A"
11193567,0,"N"
11193604,18,"C"
11193608,0,"N"
11193614,0,"N"
11193635,0,"N"
11193702,0,"N"
11193763,4.36,"A"
11193803,6,"B"
11193844,0,"N"
11193974,0,"N"
11193977,0,"N"
11193979,0,"N"
11194066,11,"B"
11194104,1,"A"
11194111,0,"N"
11194117,0,"N"
11194135,0,"N"
11194140,17.74,"C"
11194150,0,"N"
11194160,0,"N"
11194161,8,"A"
11194174,3.75,"A"
11194187,7.37,"B"
11194195,0,"N"
11194232,9.1,"A"
11194255,0,"N"
11194285,2,"A"
11194286,0,"N"
11194315,0,"N"
11194342,0,"N"
11194348,12,"B"
11194373,0,"N"
11194393,11,"C"
11194409,0,"N"
11194416,12,"B"
11194417,4,"B"
11194439,7,"B"
11194475,0,"N"
11194495,0,"N"
11194517,2.18,"A"
11194533,0,"N"
11194560,3.35,"A"
11194578,0,"N"
11194583,0,"N"
11194585,0,"N"
11194612,0,"N"
11194620,7,"B"
11194622,6,"B"
11194630,0,"N"
11194687,0,"N"
11194697,0,"N"
11194709,6,"B"
11194717,36,"D"
11194759,0,"A"
11194764,8,"B"
11194767,0,"N"
11194776,12.91,"C"
11194795,13.37,"C"
11194805,0,"N"
11194887,8,"B"
11194914,0,"N"
11194933,0,"A"
11195058,0,"N"
11195060,6,"B"
11195088,0,"N"
11195096,9,"B"
11195116,0,"N"
11195141,0,"N"
11195185,18,"C"
11195186,0,"N"
11195203,11,"C"
11195208,0,"N"
11195210,33,"D"
11195215,75.69,"F"
11195218,21,"C"
11195281,7,"B"
11195282,0,"N"
11195298,28,"C"
11195362,5,"A"
11195374,0,"N"
11195384,0,"N"
11195447,26.77,"C"
11195472,0,"N"
11195535,46,"E"
11195641,0,"N"
11195644,19,"C"
11195667,2,"A"
11195697,0,"N"
11195698,0,"N"
11195703,0,"N"
11195719,0,"N"
11195726,74.14,"E"
11195736,0,"N"
11195740,32,"C"
11195749,32,"C"
11195752,0,"N"
11195796,65,"C"
11195805,77,"F"
11195815,0,"N"
11195848,15,"C"
11195855,0,"N"
11195859,0,"N"
11195863,0,"N"
11195870,0,"N"
11195874,0,"N"
11195913,0,"N"
11195924,0,"N"
11195983,21,"C"
11195986,0,"N"
11196010,8,"B"
11196011,10.07,"B"
11196016,13,"C"
11196029,67.71,"E"
11196030,0,"N"
11196031,0,"N"
11196096,5,"A"
11196123,4,"B"
11196127,2.62,"A"
11196135,47,"E"
11196139,0,"N"
11196145,5,"B"
11196151,0,"N"
11196175,2.61,"N"
11196191,21,"C"
11196197,0,"N"
11196218,0,"N"
11196278,0,"N"
11196306,0,"N"
11196318,43,"D"
11196333,10,"B"
11196344,20,"C"
11196360,0,"N"
11196395,0,"N"
11196549,76.05,"F"
11196570,43.02,"D"
11196575,30,"B"
11196625,2,"A"
11196682,133,"G"
11196685,0,"N"
11196693,0,"N"
11196712,122,"G"
11196721,0,"N"
11196729,6,"B"
11196746,0,"N"
11196768,38,"D"
11196770,4,"A"
11196790,1,"A"
11196807,5,"B"
11196809,0,"N"
11196841,10.07,"B"
11196843,0,"N"
11196879,0,"N"
11196883,10.07,"B"
11196909,0,"N"
11196935,10.93,"B"
11196986,0,"N"
11196997,0,"N"
11197005,0,"N"
11197081,0,"N"
11197136,11,"C"
11197198,1.19,"A"
11197211,0,"N"
11197219,11,"B"
11197226,17,"C"
11197227,2.62,"N"
11197283,0,"N"
11197296,0,"N"
11197301,0,"A"
11197317,15.8,"C"
11197393,0,"N"
11197406,0,"N"
11197417,20.7,"C"
11197446,46,"C"
11197459,48.35,"E"
11197486,0,"N"
11197494,0,"N"
11197497,0,"N"
11197528,3.24,"A"
11197553,0,"N"
11197568,0,"N"
11197571,0,"N"
11197573,0,"N"
11197577,15,"B"
11197595,38,"D"
11197601,32,"D"
11197606,0,"N"
11197614,15,"B"
11197632,0,"N"
11197676,3,"A"
11197716,0,"N"
11197837,0,"A"
11197860,0,"N"
11197895,0,"N"
11197917,14.36,"B"
11197933,8.22,"B"
11197960,0,"N"
11197962,0,"N"
11197968,9.41,"B"
11198055,0,"N"
11198106,0,"N"
11198120,6,"B"
11198129,9.32,"B"
11198165,28,"D"
11198172,0,"N"
11198178,0,"N"
11198186,7,"B"
11198204,4,"A"
11198294,5.33,"B"
11198313,9.2,"B"
11198315,17.58,"C"
11198323,0,"N"
11198751,0,"N"
11198793,5,"A"
11198827,24,"C"
11198908,0,"N"
11198911,7,"B"
11198965,0,"N"
11199007,0,"N"
11199015,0,"N"
11199028,6,"B"
11199047,8,"B"
11199057,0,"N"
11199070,57,"F"
11199079,30.11,"D"
11199115,0,"N"
11199138,0,"N"
11199168,0,"N"
11199198,8,"B"
11199207,0,"N"
11199221,0,"N"
11199226,0,"N"
11199245,7,"A"
11199284,0,"N"
11199316,0,"N"
11199323,0,"A"
11199327,0,"N"
11199343,0,"N"
11199354,0,"N"
11199359,0,"N"
11199389,35.1,"D"
11199395,0,"N"
11199410,0,"N"
11199417,0,"N"
11199424,9,"A"
11199429,8,"B"
11199431,0,"N"
11199439,0,"N"
11199444,0,"A"
11199453,9,"A"
11199465,0,"N"
11199466,65,"E"
11199486,0,"N"
11199509,5,"B"
11199513,66,"D"
11199520,0,"N"
11199522,0,"N"
11199578,0,"N"
11199586,0,"N"
11199594,37,"D"
11199641,4.11,"B"
11199654,0,"A"
11199757,0,"N"
11199766,7,"A"
11199778,0,"N"
11199784,15,"B"
11199798,0,"N"
11199856,20,"C"
11199880,0,"N"
11199896,0,"N"
11199905,0,"N"
11199987,5.63,"B"
11200201,7,"B"
11200226,0,"N"
11200245,0,"N"
11200272,4.44,"B"
11200275,16.13,"C"
11200313,12,"B"
11200318,0,"N"
11200332,0,"N"
11200336,5,"B"
11200338,16.13,"C"
11200344,0,"N"
11200350,21.43,"C"
11200354,0,"N"
11200357,0,"N"
11200377,0,"N"
11200399,0,"N"
11200416,0,"N"
11200420,0,"N"
11200424,0,"N"
11200440,0,"N"
11200478,0,"N"
11200545,4.04,"B"
11200553,0,"N"
11200562,0,"N"
11200563,0,"N"
11200657,0,"N"
11200678,0,"N"
11200689,0,"N"
11200693,3,"A"
11200718,0,"N"
11200722,0,"N"
11200728,0,"N"
11200729,20.29,"C"
11200776,4.69,"B"
11200789,18.45,"C"
11200802,0,"N"
11200943,0,"N"
11200988,0,"N"
11200998,94,"E"
11201026,15.57,"B"
11201046,0,"N"
11201091,8.06,"B"
11201112,7.55,"B"
11201143,2.8,"A"
11201157,0,"N"
11201159,54,"E"
11201177,0,"N"
11201185,0,"N"
11201194,0,"N"
11201226,3,"A"
11201236,0,"N"
11201247,0,"A"
11201277,0,"N"
11201293,0,"N"
11201339,8.41,"B"
11201382,0,"N"
11201392,3,"A"
11201405,0,"N"
11201430,0,"N"
11201443,0,"A"
11201520,0,"N"
11201522,17,"C"
11201564,55,"E"
11201570,0,"N"
11201575,0,"N"
11201588,0,"N"
11201596,2.31,"A"
11201612,0,"N"
11201621,0,"N"
11201656,0,"N"
11201683,17,"C"
11201737,8.91,"B"
11201753,0,"N"
11201786,9,"B"
11201803,19,"C"
11201845,0,"N"
11201848,0,"N"
11201878,8,"B"
11201960,42,"D"
11201961,14,"C"
11201986,0,"N"
11202016,0,"N"
11202023,31,"D"
11202026,0,"N"
11202078,0,"N"
11202107,5,"B"
11202121,0,"N"
11202153,14,"C"
11202172,0,"N"
11202186,0,"N"
11202191,0,"N"
11202195,12.26,"B"
11202228,0,"N"
11202234,0,"A"
11202238,23.2,"C"
11202254,0,"N"
11202267,0,"N"
11202295,0,"N"
11202319,0,"N"
11202332,0,"A"
11202334,0,"N"
11202398,0,"N"
11202411,0,"N"
11202449,0,"N"
11202458,3,"A"
11202573,15,"C"
11202591,17,"C"
11202602,59,"E"
11202630,0,"N"
11202641,0,"N"
11202673,0,"N"
11202675,31,"D"
11202682,31,"D"
11202705,0,"N"
11202720,41,"D"
11202733,5.22,"B"
11202773,0,"N"
11202788,0,"N"
11202831,4,"B"
11202864,15.48,"B"
11202893,0,"N"
11202897,0,"N"
11202910,33,"D"
11202935,22.29,"C"
11203000,3,"A"
11203002,24.1,"C"
11203034,0,"N"
11203083,0,"N"
11203115,55,"E"
11203117,5.52,"A"
11203146,14,"C"
11203154,14,"C"
11203209,3,"A"
11203241,7,"B"
11203267,22.67,"C"
11203268,0,"N"
11203276,33.12,"C"
11203331,26.34,"D"
11203338,0,"N"
11203350,0,"N"
11203356,44.68,"D"
11203364,0,"N"
11203377,0,"N"
11203406,0,"N"
11203447,0,"N"
11203453,17,"C"
11203508,0,"N"
11203514,0,"N"
11203516,15,"C"
11203572,0,"N"
11203653,0,"N"
11203659,0,"N"
11203666,0,"N"
11203668,4,"B"
11203720,0,"N"
11203751,43.49,"C"
11203760,6.65,"B"
11203761,0,"N"
11203764,57.47,"C"
11203795,6,"B"
11203797,0,"N"
11203879,7.04,"B"
11203905,30.75,"D"
11203911,6,"B"
11203942,0,"N"
11203956,2.73,"N"
11203960,43,"D"
11203976,0,"A"
11204017,0,"N"
11204026,8,"B"
11204111,0,"N"
11204122,0,"N"
11204152,10,"B"
11204162,6.42,"B"
11204171,13.88,"C"
11204196,0,"N"
11204299,0,"N"
11204307,0,"N"
11204322,18,"C"
11204330,0,"N"
11204393,0,"N"
11204407,70,"E"
11204529,43.84,"D"
11204570,0,"N"
11204599,0,"N"
11204626,8,"B"
11204636,4,"B"
11204637,4,"B"
11204653,0,"N"
11204658,0,"N"
11204703,0,"N"
11204723,2.49,"A"
11204727,0,"N"
11204729,0,"N"
11204777,44.97,"D"
11204783,0,"N"
