"id","date_etablissement_dpe","consommation_energie","classe_consommation_energie","secteur_activite","annee_construction","surface_habitable","commune"
11128064,2021-03-25,0,"N","",1949,"0.00","TORCY"
11128075,2021-03-30,0,"N","\N",1989,"99.00","TAVERNY"
11128126,2021-03-25,0,"N","",1949,"0.00","TORCY"
11128132,2021-03-30,0,"N","Bureau, Administration, Enseignement",1,"304.70","ROUEN"
11128135,2021-03-30,476.86,"F","\N",1947,"54.33","STRASBOURG"
11128172,2021-03-29,0,"N","Entrepot de stockage",1948,"539.00","SAINT-AMAND-LES-EAUX"
11128173,2021-03-23,96.53,"C","",1980,"0.00","TALANT"
11128184,2021-03-25,0,"N","",1949,"0.00","TORCY"
11128191,2021-03-29,0,"N","Entrepot de stockage",1948,"209.00","SAINT-AMAND-LES-EAUX"
11128268,2021-03-25,0,"N","",1949,"0.00","TORCY"
11128292,2021-03-30,108,"C","Autres (théâtres, salles de sport, restaurati",1,"34.54","SAINT-BRIEUC"
11128323,2021-03-30,1141472,"G","\N",1974,"0.00","BIOT"
11128325,2021-03-30,96,"B","Bureau, Administration, Enseignement",1947,"873.05","LES MOUTIERS EN CINGLAIS"
11128341,2021-03-30,297.31,"D","\N",1982,"2035.00","ANNECY"
11128357,2021-03-30,125,"C","Autres (théâtres, salles de sport, restaurati",1947,"1980.00","ETRECHY"
11128374,2021-03-30,275.93,"D","\N",2000,"37.40","GUIPAVAS"
11128381,2021-03-30,97.09,"B","\N",2000,"256.30","ROISSY EN BRIE"
11128468,2021-03-30,0,"N","Autres (théâtres, salles de sport, restaurati",1947,"48.82","TOULOUSE"
11128469,2021-03-30,113.81,"C","Bureaux",1947,"680.00","ALèS"
11128533,2021-03-30,0,"N","Bureau, Administration, Enseignement",1947,"50.14","TOULOUSE"
11128554,2021-03-30,0,"N","Autres (théâtres, salles de sport, restaurati",1947,"825.00","AVON"
11128579,2021-03-22,63.46,"B","bureaux",1974,"335.00","SAINT-JEAN-LE-CENTENIER"
11128602,2021-03-30,0,"N","Bureau, Administration, Enseignement",1947,"48.55","LE HOUGA"
11128629,2021-03-30,256,"D","Autres (théâtres, salles de sport, restaurati",1947,"124.58","ETRECHY"
11128657,2021-03-30,117.4,"C","\N",1982,"825.00","TIGNIEU JAMEYZIEU"
11128678,2021-03-30,66,"B","Bureau, Administration, Enseignement",1,"242.52","LES MOUTIERS EN CINGLAIS"
11128723,2021-03-30,348,"D","Bureau, Administration, Enseignement",1947,"161.05","ALGRANGE"
11128788,2021-03-30,3,"A","Bureau, Administration, Enseignement",1,"111.10","ROUEN"
11128807,2021-03-30,368.52,"E","\N",1969,"75.00","LOCMINE"
11128816,2021-03-30,10144.81,"G","Commerce",1900,"0.00","HONFLEUR"
11128843,2021-03-30,0,"N","Autres (théâtres, salles de sport, restaurati",1947,"179.67","BEZIERS"
11128857,2021-03-30,0,"N","bureaux",1974,"\N","TOURS"
11128885,2021-03-30,371,"E","Autres (théâtres, salles de sport, restaurati",1947,"41.69","SAINT-JEAN-DE-LUZ"
11128934,2021-03-30,286.25,"E","\N",2008,"160.00","LOCMINE"
11128996,2021-03-30,102.61,"C","\N",1974,"990.00","CHAMPAGNOLE"
11128997,2021-03-30,68,"A","Occupation continue (hôpitaux, hôtels, intern",1,"366.09","LES MOUTIERS EN CINGLAIS"
11129027,2021-03-30,0,"N","Bureaux",2001,"0.00","CLEON"
11129052,2021-03-30,0,"N","\N",1982,"1034.00","BOULLEVILLE"
11129061,2021-03-30,0,"N","\N",1974,"171.60","REIMS"
11129062,2021-03-30,0,"N","\N",1982,"1034.00","BOULLEVILLE"
11129113,2021-03-30,0,"N","\N",1974,"40.70","LE HAVRE"
11129115,2021-03-30,259.92,"D","Bureaux",1996,"0.00","AMIENS"
11129129,2021-03-30,0,"N","Bureaux",2001,"0.00","CLEON"
11129156,2021-03-29,84.87,"B","",2020,"0.00","L'UNION"
11129195,2021-03-30,0,"N","Autres (théâtres, salles de sport, restaurati",1947,"88.00","CHOLET"
11129196,2021-03-30,102,"B","Bureau, Administration, Enseignement",1,"280.50","PITHIVIERS LE VIEIL"
11129224,2021-03-26,0,"N","bureaux",1982,"\N","NOISY-LE-GRAND"
11129283,2021-03-30,76.99,"N","Occupation continue (hôpitaux, hôtels, intern",1,"209.59","LEFFRINCKOUCKE"
11129297,2021-03-30,537.33,"G","\N",1947,"220.66","RENNES"
11129299,2021-03-30,0,"N","Bureau, Administration, Enseignement",1,"69.05","GARDANNE"
11129306,2021-03-30,207,"D","Occupation continue (hôpitaux, hôtels, intern",1,"65.37","LEFFRINCKOUCKE"
11129314,2021-03-30,0,"N","Autres (théâtres, salles de sport, restaurati",1947,"39.31","ORANGE"
11129335,2021-03-26,312.8,"D"," Bureaux, administration, enseignement",1991,"88.00","PARIS"
11129356,2021-03-30,246.53,"D","Habitation (Parties privatives d'immeuble col",1989,"0.00","LES RICEYS"
11129375,2021-03-30,205,"D","Autres (théâtres, salles de sport, restaurati",1947,"177.76","ARREAU"
11129399,2021-03-30,0,"N","\N",1947,"39.60","NANTES"
11129408,2021-03-30,475.41,"F","",1930,"0.00","CANNES"
11129430,2021-03-30,709,"G","Autres (théâtres, salles de sport, restaurati",1947,"65.47","Thônes"
11129460,2021-03-29,0,"N","Autres (théâtres, salles de sport, restaurati",1947,"27.50","NEMOURS"
11129475,2021-03-30,0,"N","Restaurant",1948,"575.30","VILLEFRANCHE-SUR-SAONE"
11129478,2021-03-26,141.16,"C","Autres",1940,"0.00","NOEUX-LES-MINES"
11129515,2021-03-29,0,"N","bureaux",2005,"143.55","RODEZ"
11129531,2021-03-30,0,"N","Autres (théâtres, salles de sport, restaurati",1947,"57.52","MORIERES LES AVIGNON"
11129546,2021-03-30,178.22,"C","\N",1947,"980.98","NICE"
11129555,2021-03-30,178.22,"C","\N",1947,"48.62","NICE"
11129559,2021-03-30,328.47,"E","",1970,"0.00","CANNES"
11129560,2021-03-30,178.22,"C","\N",1947,"150.81","NICE"
11129575,2021-03-24,0,"N","Habitation (Parties privatives d'immeuble col",1997,"0.00","TOURS"
11129598,2021-03-30,0,"N","Autres (théâtres, salles de sport, restaurati",1,"61.60","LURCY LEVIS"
11129610,2021-03-30,0,"N","Bureau, Administration, Enseignement",1947,"79.20","SAINT-DÉSIR"
11129641,2021-03-30,0,"N","Habitation (Parties privatives d'immeuble col",1959,"0.00","ANGERS"
11129659,2021-03-29,133,"C","Bureau, Administration, Enseignement",1947,"132.00","CYSOING"
11129684,2021-03-30,0,"N","Autres (théâtres, salles de sport, restaurati",1947,"315.70","SILLÉ-LE-GUILLAUME"
11129729,2021-03-29,194.2,"D","Etablissements sanitaires : Hôpitaux et clini",2013,"0.00","LOCMINÉ"
11129763,2021-03-30,189.47,"D","",1970,"0.00","DIJON"
11129808,2021-03-30,0,"N","\N",1947,"82.50","PONT-L'ABBÉ-D'ARNOULT"
11129832,2021-03-30,0,"N","Bureaux",1947,"0.00","FIGEAC"
11129834,2021-03-30,0,"N","\N",1974,"93.50","CANCON"
11129843,2021-03-30,0,"N","Bureaux",1947,"0.00","FIGEAC"
11129849,2021-03-30,0,"N","Bureau, Administration, Enseignement",1,"542.89","BOUFFERE"
11129851,2021-03-29,311.88,"D","Habitation (Maisons individuelles)",1900,"0.00","GAP"
11129868,2021-03-30,0,"N","Bureau, Administration, Enseignement",1,"215.60","ROUEN"
11129920,2021-03-30,0,"N","Autres (théâtres, salles de sport, restaurati",1947,"165.00","Baume-les-Dames"
11129957,2021-03-30,83,"B","Bureau, Administration, Enseignement",1,"125.51","ST JULIEN SUR SARTHE"
11130021,2021-03-30,2,"A","Bureau, Administration, Enseignement",1,"279.40","ROUEN"
11130051,2021-03-30,41,"B","Autres (théâtres, salles de sport, restaurati",1,"2849.00","SALLANCHES"
11130065,2021-03-30,0,"N","Autres (théâtres, salles de sport, restaurati",1,"89.10","GUESCHART"
11130068,2021-03-30,0,"N","Bureau, Administration, Enseignement",1,"172.70","ROUEN"
11130101,2021-03-30,282,"E","Autres (théâtres, salles de sport, restaurati",1,"156.15","BOURG-SAINT-MAURICE"
11130103,2021-03-22,191,"D","Autres (théâtres, salles de sport, restaurati",1947,"566.50","Floirac"
11130108,2021-03-30,0,"N","Habitation (Parties privatives d'immeuble col",1980,"0.00","ARGELÈS-SUR-MER"
11130113,2021-03-30,150,"C","Autres (théâtres, salles de sport, restaurati",1,"111.69","CHAMONIX MONT BLANC"
11130119,2021-03-30,394.41,"F","\N",1970,"88.00","STRASBOURG"
11130270,2021-03-30,427,"F","Autres (théâtres, salles de sport, restaurati",1,"111.56","GUILHERAND-GRANGES"
11130330,2021-03-30,108.24,"C","\N",2005,"1711.60","SAINTE LUCE SUR LOIRE"
11130357,2021-03-30,0,"N","",1800,"0.00","MÂCON"
11130394,2021-03-30,0,"N","Autres (théâtres, salles de sport, restaurati",1947,"136.95","PUIMISSON"
11130401,2021-03-26,0,"N","Autres (théâtres, salles de sport, restaurati",1947,"715.00","CHAMBLY"
11130409,2021-03-30,0,"N","\N",1947,"89.97","VILLIERS-SUR-MARNE"
11130417,2021-03-25,0,"N","",1940,"0.00","ARGENTEUIL"
11130450,2021-03-30,0,"N","\N",1947,"89.97","VILLIERS-SUR-MARNE"
11130459,2021-03-30,0,"N","Autres (théâtres, salles de sport, restaurati",1947,"129.05","CACHAN"
11130522,2021-03-30,243,"D","Autres (théâtres, salles de sport, restaurati",1,"53.21","Chateau thebaud"
11130547,2021-03-30,166.89,"C","\N",2009,"18173.00","Aubervilliers"
11130562,2021-03-30,0,"N","Commerce",1960,"0.00","PARIS - 5EME"
11130569,2021-03-30,0,"N","Autres (théâtres, salles de sport, restaurati",1947,"148.94","BETHUNE"
11130586,2021-03-25,0,"N","Bureau, Administration, Enseignement",1,"330.00","PARIS"
11130596,2021-03-30,680.21,"G","",1985,"0.00","L'ISLE-SUR-LE-DOUBS"
11130651,2021-03-30,0,"A","\N",2000,"32.51","PESSAC"
11130664,2021-03-30,0,"N","\N",2006,"732.08","LA GUÉRINIÈRE"
11130682,2021-03-30,0,"N","\N",1947,"88.55","PARAY-LE-MONIAL"
11130702,2021-03-30,103,"B","Bureau, Administration, Enseignement",1,"259.60","STE LUCE SUR LOIRE"
11130713,2021-03-30,224,"D","Bureau, Administration, Enseignement",1,"63.20","TRÉGUEUX"
11130771,2021-03-30,0,"N","Autres (théâtres, salles de sport, restaurati",1,"298.87","CHAZAY-D'AZERGUES"
11130812,2021-03-30,0,"N","Autres (théâtres, salles de sport, restaurati",1947,"37.40","CACHAN"
11130827,2021-03-30,0,"N","Autres (théâtres, salles de sport, restaurati",1947,"28.05","VICHY"
11130849,2021-03-18,233,"D","Bureau, Administration, Enseignement",1947,"220.00","PARIS"
11130861,2021-03-26,0,"N","Autres (théâtres, salles de sport, restaurati",1947,"715.00","CHAMBLY"
11130872,2021-03-30,0,"N","Autres (théâtres, salles de sport, restaurati",1,"64.90","BOURBOURG"
11130925,2021-03-30,195,"D","Autres (théâtres, salles de sport, restaurati",1,"308.00","WITTELSHEIM"
11130938,2021-03-30,0,"N","Autres (théâtres, salles de sport, restaurati",1,"1098.90","LE CAP D'AGDE"
11130969,2021-03-30,0,"N","Autres (théâtres, salles de sport, restaurati",1947,"237.60","DIGOIN"
11131024,2021-03-30,0,"N","Bureau, Administration, Enseignement",1,"108.67","LA ROCHELLE"
11131025,2021-03-30,0,"N","",1940,"0.00","ARGENTEUIL"
11131070,2021-03-25,624.14,"G","industrie",1974,"2952.40","NEUILLE PONT PIERRE"
11131092,2021-03-30,202,"C","Bureau, Administration, Enseignement",1947,"15.80","GRENOBLE"
11131121,2021-03-30,0,"N","",1970,"0.00","STRASBOURG"
11131209,2021-03-30,0,"N","Autres (théâtres, salles de sport, restaurati",1947,"73.70","ANGERS"
11131233,2021-03-30,0,"N","COMMERCE",1948,"\N","BRUNOY"
11131263,2021-03-30,0,"N","",1974,"161.48","ST NAZAIRE"
11131265,2021-02-22,0,"N","Autres (théâtres, salles de sport, restaurati",1947,"89.65","ROUEN"
11131273,2021-03-30,0,"N","Autres (théâtres, salles de sport, restaurati",1947,"89.12","AVIGNON"
11131283,2021-03-29,279.84,"D","",1948,"0.00","PARIS - 8EME"
11131312,2021-03-19,24.75,"N"," Autre type de bâtiment",1950,"1173.70","CLICHY"
11131317,2021-03-30,0,"N","\N",1974,"162.50","LIMOGES"
11131343,2021-03-30,0,"N","Autres (théâtres, salles de sport, restaurati",1,"133.10","BOURGES"
11131368,2021-03-30,1181.66,"G","\N",2000,"385.00","SAVIGNY-LE-TEMPLE"
11131396,2021-03-30,0,"N","\N",1947,"33.00","ANGERS"
11131406,2021-03-30,0,"N","",2014,"0.00","ARGENTEUIL"
11131409,2021-03-30,212,"D","Bureau, Administration, Enseignement",1947,"15.07","GRENOBLE"
11131427,2021-03-30,0,"N","Commerce",1974,"0.00","ROUEN"
11131456,2021-03-25,0,"N","Autres (théâtres, salles de sport, restaurati",1947,"66.00","GISORS"
11131499,2021-03-30,267.59,"D","\N",2006,"2490.40","ROMANS SUR ISERE"
11131511,2021-03-24,0,"N","Autres (théâtres, salles de sport, restaurati",1947,"82.50","SURESNES"
11131516,2021-03-30,112.38,"C","",2016,"0.00","RENNES"
11131524,2021-03-30,0,"N","Occupation continue (hôpitaux, hôtels, intern",1947,"577.50","NÎMES"
11131529,2021-03-30,0,"N","Autres (théâtres, salles de sport, restaurati",1947,"132.00","CHAUMONT"
11131562,2021-03-25,383.36,"E","Commerce",1948,"\N","BOURGOIN-JALLIEU"
11131565,2021-03-30,410,"F","Autres (théâtres, salles de sport, restaurati",1,"319.00","GRIGNOLS"
11131570,2021-03-30,0,"N","\N",1988,"3666.30","JOUY-EN-JOSAS"
11131625,2021-03-30,278,"D","Bureau, Administration, Enseignement",1947,"2379.30","RETHEL"
11131631,2021-03-23,522.59,"G","\N",1969,"185.00","LYON"
11131700,2021-03-30,0,"A","\N",1974,"88.00","AMIENS"
11131738,2021-03-30,0,"N","Autres (théâtres, salles de sport, restaurati",1947,"275.91","MARSEILLE 12"
11131775,2021-03-30,61,"B","Autres (théâtres, salles de sport, restaurati",1,"454.30","ST HERBLAIN"
11131823,2021-03-30,0,"N","Autres (théâtres, salles de sport, restaurati",1947,"39.60","LISIEUX"
11131842,2021-03-30,0,"N","Commerce",1900,"0.00","Montpellier"
11131930,2021-03-30,0,"N","Autres (théâtres, salles de sport, restaurati",1947,"55.55","LISIEUX"
11131943,2021-03-22,0,"N","",1948,"38.14","PARIS"
11131951,2021-03-30,87,"B","Autres (théâtres, salles de sport, restaurati",1947,"51.81","ST CYR EN VAL"
11131990,2021-03-30,0,"N","Autres (théâtres, salles de sport, restaurati",1947,"42.35","LISIEUX"
11131993,2021-03-30,87,"B","Autres (théâtres, salles de sport, restaurati",1947,"68.83","ST CYR EN VAL"
11132054,2021-03-30,87,"B","Autres (théâtres, salles de sport, restaurati",1947,"51.79","ST CYR EN VAL"
11132062,2021-03-30,101.42,"C","\N",1982,"1375.00","VENISSIEUX"
11132081,2021-03-30,0,"N","\N",2009,"21.25","MARSEILLE"
11132104,2021-03-30,320,"E","Autres (théâtres, salles de sport, restaurati",1947,"46.21","JUVISY-SUR-ORGE"
11132141,2021-03-30,0,"N","Autres (théâtres, salles de sport, restaurati",1,"739.20","LOOS EN GOHELLE"
11132142,2021-03-30,0,"N","Autres (théâtres, salles de sport, restaurati",1947,"72.60","PARAY LE MONIAL"
11132149,2021-03-30,163,"C","Centres Commerciaux",1947,"50.60","TROYES"
11132178,2021-03-30,0,"N","Autres (théâtres, salles de sport, restaurati",1947,"45.63","SAINT-NAZAIRE"
11132224,2021-03-30,0,"N","Autres (théâtres, salles de sport, restaurati",1947,"138.60","Sainte-Luce-sur-Loire"
11132256,2021-03-30,115,"B","Centres Commerciaux",1947,"108.81","Pont-d'Ain"
11132285,2021-03-16,0,"N","Autres (théâtres, salles de sport, restaurati",1947,"49.06","PUY L EVEQUE"
11132286,2021-03-09,0,"N","Bureau, Administration, Enseignement",1,"519.20","AULNAY-SOUS-BOIS"
11132311,2021-03-30,0,"N","Autres (théâtres, salles de sport, restaurati",1947,"99.72","BIARRITZ"
11132320,2021-03-09,0,"N","Bureau, Administration, Enseignement",1,"519.20","AULNAY-SOUS-BOIS"
11132354,2021-03-30,0,"N","Commerce",1974,"0.00","LA LONDE LES MAURES"
11132374,2021-03-26,0,"N","Commerce",1991,"0.00","MONCOUTANT"
11132388,2021-03-30,255,"C","Occupation continue (hôpitaux, hôtels, intern",1,"115.56","SAVIGNÉ-L'ÉVÊQUE"
11132392,2021-03-18,0,"N","Autres (théâtres, salles de sport, restaurati",1947,"319.00","LE TEMPLE-SUR-LOT"
11132416,2021-03-29,166.23,"C","Habitation (Parties privatives d'immeuble col",1940,"0.00","BORDEAUX"
11132419,2021-03-19,0,"N","bureaux",1988,"1827.50","CARRIERES-SUR-SEINE"
11132435,2021-03-30,0,"N","Autres (théâtres, salles de sport, restaurati",1947,"49.63","BREST"
11132524,2021-03-30,0,"N","Bureau, Administration, Enseignement",1947,"220.00","Nîmes"
11132526,2021-03-30,466.64,"F","Autres",1980,"0.00","VANNES"
11132528,2021-03-30,0,"N","Autres (théâtres, salles de sport, restaurati",1947,"49.63","BREST"
11132533,2021-03-28,416.52,"E","bureaux",1948,"\N","PARIS"
11132537,2021-03-30,363,"F","Centres Commerciaux",1,"162.03","Saint-Jean-de-Monts"
11132565,2021-03-30,0,"N","",1940,"0.00","STRASBOURG"
11132588,2021-03-30,0,"N","\N",1947,"53.90","PARIS"
11132610,2021-03-30,230,"D","Autres (théâtres, salles de sport, restaurati",1947,"55.35","CANNES"
11132679,2021-03-23,0,"N","Autres (théâtres, salles de sport, restaurati",1947,"137.40","LE TEMPLE-SUR-LOT"
11132704,2021-03-30,0,"N","\N",1947,"112.20","PARIS"
11132738,2021-03-25,96,"C","Autres (théâtres, salles de sport, restaurati",1947,"217.64","SARRALBE"
11132805,2021-03-30,0,"N","Local commercial",1948,"101.20","VERTOU"
11132872,2021-03-09,0,"N","Occupation continue (hôpitaux, hôtels, intern",1,"366.30","AULNAY-SOUS-BOIS"
11132933,2021-03-30,0,"N","Habitation (Parties privatives d'immeuble col",1900,"0.00","SAINT-AVERTIN"
11132934,2021-03-30,329.42,"D","\N",2003,"85.36","AYTRE"
11132972,2021-03-30,193,"C","Bureau, Administration, Enseignement",1947,"2035.00","LA MURE"
11132976,2021-03-29,403.86,"E","Commerce",1948,"52.80","NOISY-LE-GRAND"
11133065,2021-02-26,295,"E","Autres (théâtres, salles de sport, restaurati",1947,"336.60","LE CANNET"
11133081,2021-03-30,370.16,"E","\N",2003,"68.20","AYTRE"
11133083,2021-03-30,0,"N","\N",1947,"9.00","ROCHEFORT"
11133157,2021-03-30,743.72,"F","Commerce",2000,"99.00","NOISY-LE-GRAND"
11133198,2021-03-30,0,"N","",1890,"0.00","STRASBOURG"
11133211,2021-03-29,0,"N","Commerce",1970,"0.00","MARVEJOLS"
11133250,2021-03-30,0,"N","Autres (théâtres, salles de sport, restaurati",1947,"62.10","LE PETIT QUEVILLY"
11133275,2021-03-30,238,"D","Autres (théâtres, salles de sport, restaurati",1947,"187.00","AIX EN PROVENCE"
11133297,2021-03-30,0,"N","Autres (théâtres, salles de sport, restaurati",1947,"35.87","BEAUCAIRE"
11133331,2021-03-30,316.18,"C","\N",1989,"1870.00","TOURS"
11133358,2021-03-30,380,"E","Autres (théâtres, salles de sport, restaurati",1947,"253.00","ST JEAN D ANGELY"
11133363,2021-03-30,238,"D","Autres (théâtres, salles de sport, restaurati",1947,"79.31","THANN"
11133384,2021-03-30,0,"N","Commerce",1930,"0.00","MELUN"
11133433,2021-03-30,0,"N","\N",1982,"385.00","CHOLET"
11133515,2021-03-30,87,"B","Autres (théâtres, salles de sport, restaurati",1947,"46.90","ST CYR EN VAL"
11133524,2021-03-19,0,"N","Bureaux",1982,"\N","TADEN"
11133532,2021-03-30,87,"B","Autres (théâtres, salles de sport, restaurati",1947,"43.00","ST CYR EN VAL"
11133545,2021-03-30,87,"B","Autres (théâtres, salles de sport, restaurati",1947,"71.73","ST CYR EN VAL"
11133558,2021-03-30,469,"E","Bureau, Administration, Enseignement",1947,"456.97","BOULOGNE-SUR-MER"
11133577,2021-03-30,152,"C","Autres (théâtres, salles de sport, restaurati",1,"150.70","ST VARENT"
11133583,2021-03-30,87,"B","Autres (théâtres, salles de sport, restaurati",1947,"68.62","ST CYR EN VAL"
11133607,2021-03-30,87,"B","Autres (théâtres, salles de sport, restaurati",1,"51.90","ST CYR EN VAL"
11133617,2021-03-30,0,"N","Autres (théâtres, salles de sport, restaurati",1947,"66.94","Chambéry"
11133632,2021-03-30,87,"B","Autres (théâtres, salles de sport, restaurati",1947,"51.81","ST CYR EN VAL"
11133640,2021-03-30,87,"B","Autres (théâtres, salles de sport, restaurati",1947,"68.83","ST CYR EN VAL"
11133667,2021-03-30,0,"N","Autres (théâtres, salles de sport, restaurati",1947,"26.40","PARIS"
11133676,2021-03-30,87,"B","Autres (théâtres, salles de sport, restaurati",1947,"51.79","ST CYR EN VAL"
11133698,2021-03-30,87,"B","Autres (théâtres, salles de sport, restaurati",1947,"46.90","ST CYR EN VAL"
11133709,2021-03-30,87,"B","Autres (théâtres, salles de sport, restaurati",1947,"43.00","ST CYR EN VAL"
11133724,2021-03-30,87,"B","Autres (théâtres, salles de sport, restaurati",1,"43.00","ST CYR EN VAL"
11133726,2021-03-30,212,"D","Commerce",1974,"0.00","BAYONNE"
11133733,2021-03-30,290,"E","Autres (théâtres, salles de sport, restaurati",1,"765.60","NOISY LE GRAND"
11133734,2021-03-30,0,"N","",2006,"95.67","MEREAU"
11133739,2021-03-30,87,"B","Autres (théâtres, salles de sport, restaurati",1,"71.73","ST CYR EN VAL"
11133749,2021-03-30,87,"B","Autres (théâtres, salles de sport, restaurati",1,"68.62","ST CYR EN VAL"
11133761,2021-03-30,87,"B","Autres (théâtres, salles de sport, restaurati",1,"62.78","ST CYR EN VAL"
11133763,2021-03-30,0,"N","Commerce",1900,"0.00","CHÂTEAUROUX"
11133772,2021-03-30,87,"B","Autres (théâtres, salles de sport, restaurati",1,"62.86","ST CYR EN VAL"
11133783,2021-03-30,87,"B","Autres (théâtres, salles de sport, restaurati",1,"50.44","ST CYR EN VAL"
11133797,2021-03-30,87,"B","Autres (théâtres, salles de sport, restaurati",1,"69.03","ST CYR EN VAL"
11133808,2021-03-30,87,"B","Autres (théâtres, salles de sport, restaurati",1,"58.93","ST CYR EN VAL"
11133818,2021-03-30,87,"B","Autres (théâtres, salles de sport, restaurati",1,"44.20","ST CYR EN VAL"
11133828,2021-03-24,0,"N","Autres (théâtres, salles de sport, restaurati",1947,"286.00","LE MELE SUR SARTHE"
11133831,2021-03-30,87,"B","Autres (théâtres, salles de sport, restaurati",1,"62.20","ST CYR EN VAL"
11133844,2021-03-30,87,"B","Autres (théâtres, salles de sport, restaurati",1,"41.46","ST CYR EN VAL"
11133851,2021-03-30,3035,"G","\N",1974,"0.00","BIOT"
11133858,2021-03-30,87,"B","Autres (théâtres, salles de sport, restaurati",1,"47.11","ST CYR EN VAL"
11133870,2021-03-30,87,"B","Autres (théâtres, salles de sport, restaurati",1,"57.97","ST CYR EN VAL"
11133892,2021-03-30,0,"N","",1962,"0.00","BONDUES"
11133912,2021-03-30,0,"N","Commerce",1970,"0.00","SAINT-MAUR"
11133931,2021-03-18,169,"C","Bureau, Administration, Enseignement",1947,"495.00","CRÉTEIL"
11133936,2021-03-30,127,"C","Autres (théâtres, salles de sport, restaurati",1947,"378.24","SAINTE-FOY-LÈS-LYON"
11133944,2021-03-30,304,"E","Autres (théâtres, salles de sport, restaurati",1,"124.54","SECLIN"
11134021,2021-03-30,270,"C","Occupation continue (hôpitaux, hôtels, intern",1,"22.12","MARSEILLE 12"
11134098,2021-03-30,0,"N","Bureau, Administration, Enseignement",1,"242.77","VILLENEUVE-D'ASCQ"
11134101,2021-03-30,270,"C","Occupation continue (hôpitaux, hôtels, intern",1,"22.12","MARSEILLE 12"
11134102,2021-03-30,270,"C","Occupation continue (hôpitaux, hôtels, intern",1,"22.12","MARSEILLE 12"
11134121,2021-03-30,270,"C","Occupation continue (hôpitaux, hôtels, intern",1,"22.12","MARSEILLE 12"
11134173,2021-03-29,195.48,"D","Habitation (Parties privatives d'immeuble col",1949,"0.00","MISSILLAC"
11134175,2021-03-30,0,"N","Bureau, Administration, Enseignement",1,"67.43","VILLENEUVE-D'ASCQ"
11134179,2021-03-30,0,"N","\N",2001,"0.00","LESCAR"
11134280,2021-03-30,315,"E","Autres (théâtres, salles de sport, restaurati",1947,"55.92","EYBENS"
11134284,2021-03-29,0,"N","Autres (théâtres, salles de sport, restaurati",1947,"32.81","PARIS"
11134336,2021-03-30,306,"E","Autres (théâtres, salles de sport, restaurati",1947,"115.50","ISSY-LES-MOULINEAUX"
11134347,2021-03-30,0,"N","Habitation (Parties privatives d'immeuble col",1930,"0.00","MENTON"
11134385,2021-03-30,882,"G","Autres (théâtres, salles de sport, restaurati",1947,"53.13","ST ETIENNE"
11134421,2021-03-30,438,"F","Commerce",1947,"0.00","NIORT"
11134431,2021-03-30,150,"C","Autres (théâtres, salles de sport, restaurati",1947,"74.06","COULOMMIERS"
11134467,2021-03-29,0,"A","",1948,"68.00","LYON"
11134507,2021-03-30,503,"F","Autres (théâtres, salles de sport, restaurati",1947,"64.11","PARIS 11EME ARRONDISSEMENT"
11134534,2021-03-17,21.78,"A","",1980,"0.00","DUNKERQUE"
11134551,2021-03-17,32.29,"B","",1980,"0.00","CALAIS"
11134584,2021-03-18,35.37,"B","",1980,"0.00","PROUVY"
11134608,2021-03-31,182,"D","Autres (théâtres, salles de sport, restaurati",1947,"68.20","L ISLE SUR LA SORGUE"
11134647,2021-03-31,0,"N","Commerce",1900,"0.00","EGUZON-CHANTÔME"
11134665,2021-03-31,66,"B","Bureau, Administration, Enseignement",1947,"573.10","CHEVREUSE"
11134674,2021-03-30,254,"D","Bureau, Administration, Enseignement",1,"123.20","GRANDE-SYNTHE"
11134702,2021-03-30,239,"D","Bureau, Administration, Enseignement",1,"52.80","GRANDE-SYNTHE"
11134715,2021-03-31,211.03,"D","",1976,"0.00","LE MONTEIL"
11134719,2021-03-22,0,"N","bureaux",1948,"\N","LILLE"
11134744,2021-03-31,0,"N","Autres (théâtres, salles de sport, restaurati",1,"1232.00","VECQUEVILLE"
11134746,2021-02-21,367.55,"E","BUREAUX",1974,"775.00","DUNKERQUE"
11134775,2021-03-30,327.15,"D","CRECHE",2006,"123.20","DUNKERQUE"
11134787,2021-03-31,453,"E","Bureaux",1974,"0.00","VERNON"
11134792,2021-03-31,550,"G","Autres (théâtres, salles de sport, restaurati",1,"1137.40","MAUBEUGE"
11134795,2021-03-31,189.55,"C","BUREAUX",2006,"245.00","DUNKERQUE"
11134812,2021-03-31,192.87,"C","BUREAUX",2006,"346.00","DUNKERQUE"
11134841,2021-03-31,0,"N","Autres (théâtres, salles de sport, restaurati",1947,"40.50","SAINT-VALLIER"
11134852,2021-03-30,220.88,"D","Bureaux",1974,"0.00","LA ROCHE-SUR-YON"
11134871,2021-03-26,0,"N","Autres",1980,"0.00","ARGIÉSANS"
11134879,2021-03-31,0,"N","Cabinet medical",1974,"0.00","BUZANCY"
11134884,2021-03-30,124.19,"C","",2005,"0.00","SAINT-PIERRE-EN-FAUCIGNY"
11134912,2021-03-19,280.59,"D","bureaux",1988,"924.00","LINGOLSHEIM"
11134926,2021-03-30,0,"N","Habitation (Parties privatives d'immeuble col",2000,"0.00","L'ETRAT"
11134929,2021-03-31,219,"D","Bureaux",1974,"0.00","BAYEUX"
