"X";"COUNT";"MATH";"READ";"SCIE";"GLCM";"RCLI";"RCUN";"RCER";"RTSN";"RTML"
"184620";184620;"FRA";501,9929;475,4005;420,5837; ;455,8697;473,1147;448,4985;474,0068;463,7692
"184621";184621;"FRA";573,3372;540,9468;553,286; ;554,0404;541,0875;565,7301;558,3009;538,9922
"184622";184622;"FRA";524,2694;504,5109;472,6546; ;531,8551;499,5067;507,2791;486,0694;488,9122
"184623";184623;"FRA";408,4199;475,0919;394,5309; ;417,3874;447,9682;446,859;450,3206;448,2051
"184624";184624;"FRA";486,2417;451,7817;473,211; ;460,6418;479,5752;488,2087;473,9163;505,0316
"184625";184625;"FRA";294,307;290,0038;316,9068; ;268,768;278,0627;221,9981;268,2451;269,8389
"184626";184626;"FRA";468,8627;456,7911;459,7836; ;474,4419;443,7974;423,9069;434,7762;451,0344
"184627";184627;"FRA";381,1619;457,1635;455,8845; ;448,8018;469,6072;460,8034;471,0155;444,4003
"184628";184628;"FRA";503,2709;469,2384;520,3978; ;474,1995;453,0122;455,3441;441,2258;474,8315
"184629";184629;"FRA";412,7805;367,4843;418,7712; ;344,6461;344,4323;357,9082;350,6483;360,2912
"184630";184630;"FRA";511,0733;537,859;543,9002; ;540,5237;532,9867;523,2717;511,6255;527,9521
"184631";184631;"FRA";439,4393;475,5155;479,0259; ;443,4219;464,4317;484,8585;442,5947;474,4435
"184632";184632;"FRA";380,5647;313,3567;268,5656; ;319,1861;250,7353;259,4012;219,1711;284,5159
"184633";184633;"FRA";630,2598;699,737;659,4744; ;655,6257;677,7896;687,8218;664,0451;674,7925
"184634";184634;"FRA";454,0305;439,5933;452,6754; ;418,329;409,3353;391,2511;411,8725;428,0593
"184635";184635;"FRA";409,3549;369,775;403,4442; ;413,5381;374,5945;378,1468;346,2397;389,6268
"184636";184636;"FRA";638,8559;618,9425;618,8469; ;614,332;625,7194;611,2285;597,9634;626,918
"184637";184637;"FRA";487,4789;422,4057;491,289; ;470,3314;453,4422;446,2851;431,7424;458,4016
"184638";184638;"FRA";490,9504;523,4433;554,475; ;542,2388;520,5946;508,2616;523,5426;513,5995
"184639";184639;"FRA";348,8906;384,0131;412,1146; ;364,5822;402,8464;368,8735;367,184;354,4056
"184640";184640;"FRA";448,8926;470,3165;424,3532; ;441,5316;474,6535;459,3553;465,8042;458,8531
"184641";184641;"FRA";546,9454;521,6647;554,4427; ;531,7455;510,5272;523,8714;518,3861;532,3152
"184642";184642;"FRA";607,5627;662,0914;627,2029; ;649,5704;639,3337;654,0686;647,2851;643,7431
"184643";184643;"FRA";540,8838;534,4648;531,6913; ;559,8106;538,1618;493,0525;516,0008;525,6892
"184644";184644;"FRA";563,4535;601,3805;599,0911; ;624,179;589,7767;632,1156;600,8476;616,3979
"184645";184645;"FRA";600,4808;588,3847;573,7963; ;600,3751;584,2036;572,8854;605,1781;593,4319
"184646";184646;"FRA";608,6359;613,3207;614,4337; ;616,4344;626,4848;622,7135;635,2967;620,4812
"184647";184647;"FRA";356,5746;305,7015;359,3135; ;308,985;301,7087;287,6681;294,4435;312,7294
"184648";184648;"FRA";413,6439;466,082;433,8395; ;441,8025;460,0131;483,6133;446,9123;504,271
"184649";184649;"FRA";345,3514;401,2523;364,0864; ;436,4789;427,0042;423,5886;434,4709;459,8491
"184650";184650;"FRA";486,4633;497,0997;446,8571; ;473,8726;499,2383;512,8093;487,5936;497,9218
"184651";184651;"FRA";519,2864;555,8967;609,2342; ;544,3836;563,4174;561,3599;557,8227;547,6743
"184652";184652;"FRA";588,0819;668,2901;617,8236; ;685,9137;669,933;668,1036;671,2113;660,0796
"184653";184653;"FRA";469,944;466,4457;487,3389; ;458,449;466,7098;428,9078;461,6493;481,952
"184654";184654;"FRA";409,2829;415,1298;411,9032; ;441,7464;397,8948;385,1476;375,4064;418,8581
"184655";184655;"FRA";508,4494;501,6844;510,264; ;475,1141;501,0363;462,3923;495,2079;494,5641
"184656";184656;"FRA";550,6032;498,6558;544,826; ;539,9969;505,25;496,7087;501,8063;549,7867
"184657";184657;"FRA";398,5895;367,1488;371,7369; ;364,5137;359,1648;374,5525;355,2952;357,1314
"184658";184658;"FRA";340,1034;325,821;354,7622; ;294,3362;293,1868;297,7912;298,7222;307,3371
"184659";184659;"FRA";594,4603;603,8874;501,6272; ;620,8931;591,5353;594,7746;540,97;622,0757
"184660";184660;"FRA";579,4861;601,0841;649,9165; ;602,2765;615,2958;586,8247;581,9669;590,752
"184661";184661;"FRA";370,9378;457,3562;430,951; ;463,0684;474,9367;458,0288;458,7692;485,8944
"184662";184662;"FRA";572,5736;604,0306;571,9657; ;556,2879;589,8669;582,8193;571,5022;558,698
"184663";184663;"FRA";354,5948;342,5738;370,5981; ;342,6334;335,1226;348,7778;326,9825;325,0022
"184664";184664;"FRA";447,6699;405,5468;429,5284; ;387,8604;389,5501;339,6468;328,6475;380,1769
"184665";184665;"FRA";484,6398;503,2277;470,0368; ;507,7909;485,7299;483,8878;444,9232;539,1567
"184666";184666;"FRA";369,9963;375,8745;328,8046; ;350,511;343,5745;327,1088;330,1027;333,2128
"184667";184667;"FRA";415,8352;389,0061;407,5678; ;385,9231;389,125;397,3806;367,5133;377,008
"184668";184668;"FRA";493,2553;537,9776;580,6054; ;552,4847;542,5095;541,0905;542,8518;527,6456
"184669";184669;"FRA";685,0327;703,9655;693,7291; ;722,7562;705,3771;688,2406;682,5988;728,9459
"184670";184670;"FRA";580,1573;527,1755;545,1861; ;577,1968;558,8739;541,5282;543,9311;534,1171
"184671";184671;"FRA";592,844;600,6113;565,4907; ;593,2983;566,0359;589,6799;612,6526;602,4801
"184672";184672;"FRA";468,1264;432,9197;470,187; ;421,3241;430,3168;447,1973;432,6012;437,212
"184673";184673;"FRA";602,458;663,8411;585,3233; ;635,4233;626,3624;619,4264;651,0495;665,4599
"184674";184674;"FRA";523,3283;537,8943;517,9268; ;538,8628;531,6568;575,409;557,5098;500,8152
"184675";184675;"FRA";536,8267;477,1955;478,5051; ;492,1756;464,7136;469,0351;455,4519;488,9495
"184676";184676;"FRA";491,0891;486,5824;465,8173; ;461,5889;474,5445;481,9747;477,2116;465,678
"184677";184677;"FRA";537,096;456,5893;485,6254; ;441,0203;451,8633;448,2376;476,5618;446,158
"184678";184678;"FRA";411,1389;308,0586;373,9728; ;312,059;296,8877;287,1426;298,1337;278,7507
"184679";184679;"FRA";486,5461;527,9886;519,8874; ;543,4535;530,4197;532,3673;562,0651;525,1589
"184680";184680;"FRA";637,9458;656,4177;650,8683; ;699,0695;691,2163;671,9194;701,2283;685,5587
"184681";184681;"FRA";496,2716;513,617;531,2796; ;536,8005;483,7232;549,6806;491,5377;534,0096
"184682";184682;"FRA";429,428;393,5018;490,603; ;415,0728;380,9886;400,457;362,4651;401,3527
"184683";184683;"FRA";587,0351;544,1941;508,4275; ;568,33;532,221;520,4307;521,0825;563,5273
"184684";184684;"FRA";411,5308;394,3219;399,9266; ;378,1136;356,6357;379,2125;364,1955;362,1885
"184685";184685;"FRA";501,2007;451,1133;454,3027; ;413,012;427,2927;442,7529;468,8887;459,5741
"184686";184686;"FRA";497,2198;561,948;524,3602; ;500,0468;538,9853;543,7502;557,2602;525,1889
"184687";184687;"FRA";428,1699;366,0054;428,9968; ;380,0644;342,4769;345,0136;335,2948;355,7365
"184688";184688;"FRA";533,2836;545,3982;538,0993; ;593,3642;544,4331;547,2206;542,5467;548,3808
"184689";184689;"FRA";651,04;628,5425;643,5796; ;599,6584;635,5068;639,751;634,6392;636,3248
"184690";184690;"FRA";449,6243;409,5209;468,0482; ;416,6187;398,9945;442,0596;407,288;403,1805
"184691";184691;"FRA";554,839;540,8301;512,2041; ;558,5546;549,1948;541,0478;579,988;535,2597
"184692";184692;"FRA";486,3195;477,1677;471,8703; ;493,3771;474,5675;446,7679;458,3458;461,7291
"184693";184693;"FRA";342,6736;377,0361;342,3327; ;431,077;400,8402;341,2514;330,5628;397,9609
"184694";184694;"FRA";532,2805;596,54;515,2688; ;629,6435;579,0151;574,0902;593,3622;577,4955
"184695";184695;"FRA";518,324;439,0222;448,0908; ;442,5789;433,5282;434,1677;441,6694;452,226
"184696";184696;"FRA";457,8914;480,4741;463,6212; ;505,7976;486,6415;485,1768;458,2115;481,295
"184697";184697;"FRA";442,5812;353,2671;369,5871; ;308,0156;360,4452;355,1738;331,183;360,3941
"184698";184698;"FRA";459,9561;481,3201;464,5169; ;461,1153;486,6671;478,0947;466,6354;443,0536
"184699";184699;"FRA";540,4929;508,8939;488,1514; ;479,7545;501,1741;488,1799;492,1418;543,1644
"184700";184700;"FRA";334,4431;387,7098;348,0548; ;351,3188;372,8269;381,9566;385,8831;378,564
"184701";184701;"FRA";489,8188;464,4058;441,1249; ;426,6462;420,6257;449,4132;409,6805;436,5232
"184702";184702;"FRA";643,6258;634,2573;642,4144; ;634,4765;629,7259;658,8146;678,7838;635,3821
"184703";184703;"FRA";611,4927;672,6089;634,9844; ;660,588;660,3682;645,7539;655,1283;657,6427
"184704";184704;"FRA";524,1091;503,2281;514,966; ;515,2968;502,685;517,0397;533,4682;525,5333
"184705";184705;"FRA";549,6589;498,9129;500,7741; ;499,7394;491,0114;487,926;466,4228;504,4528
"184706";184706;"FRA";597,5046;596,6735;635,1663; ;617,6263;597,7016;613,1562;577,7872;603,2624
"184707";184707;"FRA";479,2786;461,4591;490,4177; ;488,9269;461,4859;468,3644;478,8218;466,873
"184708";184708;"FRA";511,2528;546,6692;509,5813; ;567,1071;541,7082;524,8639;553,1592;522,6421
"184709";184709;"FRA";456,3267;505,384;489,7137; ;504,3632;496,6346;511,6807;484,7186;479,9179
"184710";184710;"FRA";461,3207;474,0691;435,7235; ;471,144;511,4011;479,3613;456,5276;464,9194
"184711";184711;"FRA";387,6175;351,5551;381,6739; ;398,2095;342,302;342,655;313,8974;361,0102
"184712";184712;"FRA";567,1775;557,4051;561,5729; ;573,4699;562,8853;544,4545;555,6593;576,1727
"184713";184713;"FRA";492,18;497,2524;492,8464; ;467,6847;492,0055;486,9389;503,1476;471,3912
"184714";184714;"FRA";387,0868;359,8055;392,4365; ;341,1379;369,7505;355,7091;363,8377;346,0516
"184715";184715;"FRA";424,8289;442,6319;369,6173; ;417,0422;438,7673;440,4542;442,6463;415,7114
"184716";184716;"FRA";330,0571;308,8311;338,941; ;326,5668;283,1064;288,2286;288,7865;318,4849
"184717";184717;"FRA";283,5633;328,0995;342,1399; ;321,3494;335,2794;298,8162;327,0905;322,1246
"184718";184718;"FRA";328,7237;288,6858;329,2539; ;268,5918;277,6315;311,8299;245,4792;258,0936
"184719";184719;"FRA";312,0713;379,2229;347,9982; ;363,8487;365,3966;395,8315;362,3684;389,5667
"184720";184720;"FRA";554,0373;635,1884;583,4151; ;589,1118;633,4981;645,8616;620,6528;621,3356
"184721";184721;"FRA";429,9347;423,427;465,9528; ;458,8134;437,9784;408,4215;452,9632;433,154
"184722";184722;"FRA";484,3259;393,9847;432,2136; ;350,9659;365,6141;411,3608;376,13;402,1778
"184723";184723;"FRA";419,787;429,3307;421,3292; ;450,0033;477,2211;384,1609;429,4664;455,5971
"184724";184724;"FRA";528,7367;543,0495;596,7222; ;573,9262;578,0617;560,1727;550,4752;536,7279
"184725";184725;"FRA";567,5072;588,022;597,6481; ;594,0404;583,9254;583,7049;582,6417;605,9024
"184726";184726;"FRA";560,5101;584,4709;617,2748; ;563,5699;583,0715;571,7342;555,3263;585,2777
"184727";184727;"FRA";399,4322;411,9634;418,4057; ;412,9398;393,0146;356,8651;397,0564;401,4265
"184728";184728;"FRA";457,7343;484,6266;475,1009; ;467,1716;475,3498;478,8617;497,9656;487,6227
"184729";184729;"FRA";519,1885;551,5814;577,0896; ;582,4642;560,4425;551,4569;568,6078;559,7839
"184730";184730;"FRA";390,4717;408,62;361,1282; ;408,3412;396,6645;413,7438;378,8827;395,1686
"184731";184731;"FRA";443,652;553,5874;509,3929; ;566,9875;555,6129;530,3976;555,9228;568,6816
"184732";184732;"FRA";649,6695;572,3856;596,8405; ;574,0682;579,4331;570,2995;561,8824;597,1083
"184733";184733;"FRA";266,3407;279,7675;292,8508; ;192,4609;230,9679;272,9222;264,0603;268,3664
"184734";184734;"FRA";515,7958;530,4432;497,4194; ;520,1846;543,083;505,597;536,012;523,6731
"184735";184735;"FRA";556,9825;612,644;599,9146; ;645,9999;629,6983;592,7582;632,7645;631,6883
"184736";184736;"FRA";523,444;495,4826;436,5263; ;527,0496;505,8128;498,0822;489,6296;491,9231
"184737";184737;"FRA";545,4247;550,8028;521,4759; ;526,5746;518,0248;532,4261;521,5283;528,05
"184738";184738;"FRA";515,931;489,4938;477,2523; ;482,2455;501,85;524,5314;496,458;498,8776
"184739";184739;"FRA";661,6855;677,7682;652,2299; ;662,1866;692,5175;715,398;693,9649;695,1097
"184740";184740;"FRA";496,1669;519,9393;475,8146; ;483,9672;494,947;496,9951;525,5974;497,0764
"184741";184741;"FRA";514,2931;535,3943;497,3362; ;535,0847;531,536;540,4384;505,6408;517,8477
"184742";184742;"FRA";422,6167;475,7343;496,4967; ;520,4309;481,9074;473,5206;478,2061;473,4971
"184743";184743;"FRA";385,4783;415,0918;426,9009; ;429,0946;436,6672;418,9676;381,7095;413,5015
"184744";184744;"FRA";616,9499;643,665;600,757; ;642,6765;645,0438;611,14;661,8592;624,2039
"184745";184745;"FRA";574,8414;557,8607;549,088; ;597,5161;558,1367;557,2498;556,4236;555,3821
"184746";184746;"FRA";476,8055;443,0429;483,08; ;457,4518;439,8076;453,8801;432,2375;433,3771
"184747";184747;"FRA";541,7453;624,6237;572,3516; ;576,097;607,7648;640,9425;628,6439;668,2208
"184748";184748;"FRA";609,115;663,7905;652,8061; ;702,9907;678,987;668,8185;673,3768;672,6501
"184749";184749;"FRA";570,291;632,9662;615,7996; ;631,5359;612,807;586,3116;629,2907;624,5142
"184750";184750;"FRA";574,5941;554,2108;499,965; ;570,6598;557,7339;559,9812;561,7735;561,4232
"184751";184751;"FRA";520,9698;483,791;533,6377; ;475,8363;485,6935;466,0846;486,5018;477,7729
"184752";184752;"FRA";379,8792;392,975;364,7496; ;369,204;398,1116;363,4173;393,8356;363,7863
"184753";184753;"FRA";411,2153;415,9072;420,2605; ;385,9201;373,0937;397,5749;397,7052;365,8882
"184754";184754;"FRA";542,5388;502,2946;518,1219; ;499,7017;510,5485;501,6983;509,7568;516,6866
"184755";184755;"FRA";191,3808;163,9188;204,4852; ;171,2537;203,4631;228,1498;135,99;164,0373
"184756";184756;"FRA";477,9862;538,0387;567,4338; ;562,5189;532,777;554,8273;552,4333;526,1506
"184757";184757;"FRA";496,0919;504,6258;410,2317; ;543,6449;512,1512;481,3149;509,1642;509,357
"184758";184758;"FRA";473,5441;465,7237;535,3107; ;531,5807;490,5554;506,8021;515,3562;501,7997
"184759";184759;"FRA";618,3276;554,5225;548,2174; ;541,7193;534,1285;557,3384;541,357;555,1248
"184760";184760;"FRA";469,7969;429,4263;492,8367; ;463,5823;444,439;454,7688;426,8819;444,863
"184761";184761;"FRA";450,5384;389,8448;432,883; ;405,7405;371,1328;371,578;373,4427;361,3475
"184762";184762;"FRA";451,7538;461,2392;430,0122; ;456,4004;417,7089;418,5025;419,898;448,1534
"184763";184763;"FRA";566,7176;523,6507;506,4661; ;555,4736;547,5191;544,6313;550,2164;548,1849
"184764";184764;"FRA";555,4055;566,3912;517,5259; ;596,5208;557,6182;548,7168;553,3442;579,7979
"184765";184765;"FRA";525,2661;531,6514;517,4982; ;557,1623;540,2631;525,79;523,2376;555,1552
"184766";184766;"FRA";406,9846;406,7401;468,9461; ;442,9546;422,8853;444,0446;401,7443;419,1126
"184767";184767;"FRA";520,9242;526,1579;555,6392; ;510,0784;520,0366;533,5959;539,4887;539,0533
"184768";184768;"FRA";606,7484;603,4691;591,6101; ;594,3807;586,2753;596,203;563,0489;625,9908
"184769";184769;"FRA";555,9351;468,3806;508,5293; ;483,7321;456,9807;469,43;463,1973;472,601
"184770";184770;"FRA";369,8717;299,0632;340,2195; ;317,1438;326,988;348,3182;327,674;348,6066
"184771";184771;"FRA";404,8341;391,3178;402,8408; ;369,039;397,361;379,4131;376,3159;361,8448
"184772";184772;"FRA";611,7745;596,1895;591,2436; ;539,9155;596,4288;603,8884;606,56;596,2911
"184773";184773;"FRA";369,8705;334,3979;290,943; ;298,9292;323,7729;336,9248;316,7162;312,7517
"184774";184774;"FRA";343,5823;310,5495;320,5193; ;274,2308;274,0395;253,9297;275,9631;305,6253
"184775";184775;"FRA";474,3682;473,9902;452,8792; ;445,6158;451,5133;473,32;445,1318;467,8624
"184776";184776;"FRA";536,4707;539,5969;529,1701; ;542,1109;532,8688;525,9265;546,9565;533,0452
"184777";184777;"FRA";569,7763;600,4441;624,9316; ;629,8411;606,6118;588,3279;581,2255;592,1516
"184778";184778;"FRA";563,1244;605,8279;612,8716; ;625,3736;591,5766;595,5902;590,8148;623,4313
"184779";184779;"FRA";335,5636;326,5983;317,4011; ;347,9803;332,2799;353,1468;324,1801;347,0092
"184780";184780;"FRA";560,6329;534,8982;549,797; ;566,7459;535,8756;576,2108;534,1545;537,6699
"184781";184781;"FRA";329,2693;310,986;344,4425; ;293,2488;251,3916;285,7942;239,1199;265,7457
"184782";184782;"FRA";669,454;656,4389;691,1794; ;686,0067;660,7787;653,2066;623,563;673,5266
"184783";184783;"FRA";571,0028;625,1463;592,5759; ;643,7399;627,9959;607,9247;616,063;633,7612
"184784";184784;"FRA";400,8536;426,5045;409,7622; ;414,0735;434,0144;420,9025;404,3288;412,3518
"184785";184785;"FRA";431,3507;424,3213;403,4499; ;400,626;397,7151;412,8724;387,7981;441,6052
"184786";184786;"FRA";449,2953;493,8825;544,0408; ;525,0535;498,3094;509,5577;528,9053;502,7461
"184787";184787;"FRA";513,668;486,1997;495,5958; ;475,1466;475,0293;458,4035;456,3486;486,4761
"184788";184788;"FRA";318,6419;368,3902;385,4371; ;358,5641;345,9206;333,8772;306,7638;323,9363
"184789";184789;"FRA";350,5389;321,3924;298,6073; ;314,3317;320,8689;304,3701;300,8941;339,6265
"184790";184790;"FRA";409,2653;383,0014;381,3068; ;396,0115;342,2364;352,6615;321,9513;365,6284
"184791";184791;"FRA";310,8463;253,0876;267,0194; ;266,7572;248,3219;274,9941;257,0219;270,0502
"184792";184792;"FRA";418,3904;456,2662;435,9102; ;440,304;450,46;478,1408;432,203;450,9075
"184793";184793;"FRA";213,3431;265,325;248,9399; ;246,8891;255,3261;266,9106;243,8783;237,6959
"184794";184794;"FRA";455,8797;484,1752;449,0415; ;465,4654;481,9173;459,3985;468,0936;481,87
"184795";184795;"FRA";496,3817;518,6498;525,8357; ;520,1765;512,9163;515,7464;498,3058;500,029
"184796";184796;"FRA";368,1288;294,6056;346,6245; ;254,9714;291,0934;253,805;273,1735;266,545
"184797";184797;"FRA";382,7899;398,1572;386,5949; ;367,0879;397,6319;376,3409;354,1432;405,6267
"184798";184798;"FRA";427,0339;383,6197;389,0307; ;373,9722;366,0155;377,9904;359,1089;369,2264
"184799";184799;"FRA";363,2724;324,5613;374,9058; ;334,0278;318,8163;323,6293;292,0127;340,8053
"184800";184800;"FRA";404,2049;400,7217;445,8842; ;401,9641;397,4994;381,0722;376,03;411,5346
"184801";184801;"FRA";310,7762;312,9221;386,9766; ;240,7183;296,913;289,0075;254,9405;284,3713
"184802";184802;"FRA";598,5421;556,8819;535,9602; ;528,5074;537,9025;525,8209;547,5577;568,8964
"184803";184803;"FRA";590,7776;573,3758;604,2972; ;600,1985;571,1558;568,5905;586,1325;558,665
"184804";184804;"FRA";494,8027;507,419;488,8215; ;490,3305;476,1221;476,5563;475,9764;507,6575
"184805";184805;"FRA";452,671;352,7925;387,481; ;324,2598;334,5315;361,1982;303,1439;360,9367
"184806";184806;"FRA";546,9275;488,7997;500,0595; ;533,1601;484,914;497,7834;486,3934;481,4429
"184807";184807;"FRA";470,6767;524,0213;473,9867; ;554,8692;548,6574;548,6551;526,3123;545,0063
"184808";184808;"FRA";462,0882;524,1175;455,7727; ;518,1542;547,8712;556,45;536,5371;529,9284
"184809";184809;"FRA";450,9431;432,2957;433,4912; ;418,7593;453,5974;414,4691;409,2336;430,9191
"184810";184810;"FRA";554,0739;539,4213;546,4916; ;576,8526;551,6251;530,0234;519,0263;561,5047
"184811";184811;"FRA";539,6251;582,4336;514,4139; ;590,9392;574,8839;551,9431;562,4075;585,2649
"184812";184812;"FRA";513,4021;511,9957;522,9699; ;514,3081;512,0091;497,7982;502,7325;509,3333
"184813";184813;"FRA";386,8776;443,474;429,3077; ;446,024;436,9909;425,0525;422,2192;431,2039
"184814";184814;"FRA";322,9657;317,722;300,0774; ;279,4977;286,5236;301,3034;294,9567;309,2183
"184815";184815;"FRA";574,0921;504,0482;476,2015; ;526,3798;526,1801;510,8323;515,1109;511,8875
"184816";184816;"FRA";431,7739;367,4436;372,1378; ;411,6945;401,1004;412,8181;412,9014;382,4583
"184817";184817;"FRA";571,6655;487,8502;553,4367; ;484,0072;504,5052;535,357;468,1314;512,123
"184818";184818;"FRA";501,4648;538,1297;468,1209; ;566,2422;543,2793;516,6924;520,7904;535,7195
"184819";184819;"FRA";242,7649;236,9194;285,3741; ;210,8779;261,441;266,4655;235,0482;248,78
"184820";184820;"FRA";301,4766;371,0648;342,7539; ;388,3987;340,8494;348,6862;349,7557;345,6934
"184821";184821;"FRA";424,4074;382,4967;417,6473; ;385,8678;365,2456;385,7682;387,2895;381,9764
"184822";184822;"FRA";431,749;454,2218;418,137; ;457,9308;443,0033;453,9765;435,0426;452,8747
"184823";184823;"FRA";638,4252;641,6173;655,923; ;653,218;656,297;662,3919;655,3534;668,3361
"184824";184824;"FRA";606,2264;670,1969;665,9035; ;635,1814;646,4149;690,2076;644,8064;694,8261
"184825";184825;"FRA";492,1928;553,5942;484,7406; ;527,409;523,4739;515,992;514,8705;522,7743
"184826";184826;"FRA";612,0258;622,8476;642,0709; ;628,9625;617,9496;619,0156;622,1101;639,8088
"184827";184827;"FRA";493,9958;440,645;452,1815; ;435,7771;468,8114;420,0917;471,0197;458,6093
"184828";184828;"FRA";360,1028;295,5971;328,2943; ;317,7314;337,2414;318,9069;303,4858;329,0078
"184829";184829;"FRA";337,3328;395,7077;339,3822; ;369,7377;385,2949;362,8962;389,337;359,5944
"184830";184830;"FRA";399,1548;449,2748;391,2542; ;465,1728;414,7784;449,2039;426,4228;429,4614
"184831";184831;"FRA";452,5726;489,5484;491,9884; ;457,1006;506,3767;511,1025;475,2734;518,8189
"184832";184832;"FRA";431,5758;391,7441;406,9901; ;361,0458;389,4575;383,833;385,114;349,4221
"184833";184833;"FRA";478,6648;524,2223;541,6227; ;549,3805;554,4288;538,2185;535,1802;535,3124
"184834";184834;"FRA";566,0315;657,3824;625,3037; ;685,6816;663,2199;636,2749;659,573;650,8937
"184835";184835;"FRA";504,0473;512,4836;509,1162; ;514,0573;500,8271;492,0843;516,0199;521,6155
"184836";184836;"FRA";433,9942;397,931;451,0983; ;370,6792;385,1669;401,6139;371,4698;396,2548
"184837";184837;"FRA";531,8537;517,9243;508,393; ;550,569;517,7692;533,7582;532,7739;541,3924
"184838";184838;"FRA";417,2879;482,3538;419,5567; ;511,1429;453,8547;455,9601;448,351;490,5599
"184839";184839;"FRA";443,7075;474,6562;412,3521; ;460,091;472,7752;472,1708;481,2678;476,9413
"184840";184840;"FRA";595,843;519,5492;572,9493; ;549,7414;513,5287;520,2079;518,6802;517,6473
"184841";184841;"FRA";534,5876;421,6184;477,3264; ;424,4621;418,78;417,7307;407,8789;448,3101
"184842";184842;"FRA";563,4659;549,7559;556,3117; ;562,6848;551,1045;547,8673;538,6125;569,9458
"184843";184843;"FRA";476,1433;470,6825;488,9463; ;487,6287;466,6501;459,8457;456,9603;471,652
"184844";184844;"FRA";449,4171;457,701;467,7668; ;456,9995;461,74;469,703;478,3852;483,5001
"184845";184845;"FRA";522,752;560,9878;541,6282; ;561,557;556,3224;555,2033;555,808;557,6683
"184846";184846;"FRA";601,1055;619,5461;626,1345; ;617,7169;625,4248;622,8617;604,8223;617,981
"184847";184847;"FRA";422,0884;386,3418;395,45; ;401,0901;389,4141;360,59;391,0135;384,0142
"184848";184848;"FRA";352,6687;329,1204;361,8215; ;303,1647;299,2053;310,1412;300,4034;309,861
"184849";184849;"FRA";542,8831;518,5928;574,2414; ;554,504;501,1621;480,2252;510,3947;505,9437
"184850";184850;"FRA";521,2741;508,2069;489,5054; ;493,1372;481,0469;465,868;457,5374;515,9507
"184851";184851;"FRA";414,7077;356,7508;373,234; ;310,4347;285,8555;331,6598;295,0787;313,0412
"184852";184852;"FRA";503,5107;481,4805;533,7838; ;497,0052;476,0117;481,1336;480,7387;482,0125
"184853";184853;"FRA";463,2011;509,2557;475,8912; ;518,6477;492,1144;477,4918;496,2886;490,689
"184854";184854;"FRA";447,5743;455,6471;444,7663; ;463,5434;465,1368;466,559;447,804;456,7231
"184855";184855;"FRA";314,3151;349,1717;332,4376; ;342,6429;329,0868;331,5004;340,3314;304,6237
"184856";184856;"FRA";505,5421;570,5389;527,9713; ;522,2999;579,1407;603,2647;563,7458;578,7093
"184857";184857;"FRA";519,195;483,4752;498,2257; ;486,7363;441,5368;444,5463;459,8644;495,1825
"184858";184858;"FRA";539,2661;538,2692;527,7533; ;546,6511;517,9972;520,8405;505,6287;541,792
"184859";184859;"FRA";459,0238;537,8862;481,3304; ;540,5328;552,2767;531,9861;534,4542;538,1796
"184860";184860;"FRA";386,8872;359,1809;338,2287; ;362,13;325,5418;289,7529;354,8184;329,0549
"184861";184861;"FRA";543,3545;566,6327;536,6652; ;586,9441;558,9442;565,3855;550,5517;546,2002
"184862";184862;"FRA";259,5499;246,2492;315,7302; ;138,1199;214,4271;228,7776;203,7781;196,0423
"184863";184863;"FRA";537,5616;533,664;529,8699; ;538,1931;510,0475;524,5247;499,7364;533,0982
"184864";184864;"FRA";425,5687;431,4509;489,2887; ;439,9466;424,1453;422,4375;417,7839;438,1174
"184865";184865;"FRA";407,7789;347,444;460,1276; ;358,4197;362,987;390,3707;354,4024;373,6095
"184866";184866;"FRA";385,7387;341,3838;331,5278; ;342,2055;346,3003;335,5575;354,1692;338,8041
"184867";184867;"FRA";552,6328;591,8779;581,1418; ;606,2665;612,3701;566,2153;611,4112;574,0249
"184868";184868;"FRA";578,826;494,3727;557,9037; ;553,1316;532,013;537,9496;543,8242;561,1247
"184869";184869;"FRA";415,7718;418,11;421,6615; ;388,9907;420,6492;395,5436;414,8095;394,5304
"184870";184870;"FRA";547,2136;480,3364;533,4096; ;474,7066;465,4634;479,7602;474,1482;474,9113
"184871";184871;"FRA";476,6354;406,036;449,3344; ;410,5174;413,3461;417,4773;389,2748;422,7096
"184872";184872;"FRA";318,9437;281,9544;312,0709; ;264,4734;216,9449;238,1038;235,4423;248,8201
"184873";184873;"FRA";389,7731;297,3756;343,7523; ;295,1459;320,9829;317,3905;341,0756;346,3257
"184874";184874;"FRA";493,6046;485,2254;481,7681; ;493,1434;475,4712;465,7247;468,9687;503,7227
"184875";184875;"FRA";489,2575;484,2988;422,2428; ;490,1284;479,8738;468,1305;480,4119;449,2805
"184876";184876;"FRA";502,7637;482,2529;572,8918; ;469,1464;468,6796;504,2596;473,0804;497,7049
"184877";184877;"FRA";402,0939;372,7584;377,0555; ;370,8637;379,7477;369,8011;349,1248;375,1937
"184878";184878;"FRA";654,1513;649,7382;648,7864; ;641,0751;658,9445;660,5636;629,3673;668,6805
"184879";184879;"FRA";597,4465;626,0508;616,5871; ;636,556;646,2323;613,3343;612,3356;612,2174
"184880";184880;"FRA";547,3798;491,7392;469,5945; ;513,9727;509,1109;472,2403;514,4792;477,3501
